# methods:
#    0 default          O(cols) cached degree-2 refs
#    1 exact_d2         O(cols*rowrefs) exact degree-2
#    2 lookahead        O(cols*rowrefs) degree-2 partner potential
#    3 weighted         O(cols*rowrefs) weighted exact/look/fill
#    4 min_fill         O(cols*rowrefs) Markowitz-style fill
#    5 min_fillsq       O(cols*rowrefs) quadratic fill
#    6 dup_partner      O(cols*rowrefs) repeated degree-2 partners
#    7 random_tie       O(cols) seeded randomized default ties
#    8 rowrefs          O(cols) column reference count
#    9 min_row_degree   O(rows*degree) minimum live row
#   10 raptorq_d2cc     O(rows*degree + cols) largest degree-2 component
#   11 topk8_lookfill   O(cols + 8*rowrefs) top-K look/fill
#   12 exact_ratio      O(cols*rowrefs) exact degree-2 per fill
#   13 min_maxrow       O(cols*rowrefs) minimize worst touched row
#   14 d3_support       O(cols*rowrefs) degree-3 support
#   15 rq_minrow        O(rows*degree) Raptor-style minimum row degree
#   16 topk4_lookfill   O(cols + 4*rowrefs) top-K look/fill
#   17 topk16_lookfill  O(cols + 16*rowrefs) top-K look/fill
#   18 rqd2_default     O(rows*degree + cols) largest degree-2 component/default tie
#   19 rqd2_minfill     O(rows*degree + cols + rowrefs) largest degree-2 component/min-fill tie
#   20 minrow_best      O(rows*degree) best column among all minimum rows
#   21 top32_lookfill   O(cols + 32*rowrefs) top-K/default pool + look/fill score
#   22 top64_lookfill   O(cols + 64*rowrefs) top-K/default pool + look/fill score
#   23 top8_ratio       O(cols + 8*rowrefs) top-K/default pool + d2/fill ratio
#   24 top16_ratio      O(cols + 16*rowrefs) top-K/default pool + d2/fill ratio
#   25 top32_ratio      O(cols + 32*rowrefs) top-K/default pool + d2/fill ratio
#   26 top16_dup        O(cols + 16*rowrefs) top-K/default pool + duplicate partners
#   27 top16_d3         O(cols + 16*rowrefs) top-K/default pool + degree-3 support
#   28 top16_livemin    O(cols + 16*rowrefs) top-K/default pool + low live refs
#   29 top16_lowref     O(cols) top-K/default pool + low reference count
#   30 top16_livemax    O(cols + 16*rowrefs) top-K/default pool + high live refs
#   31 top32_minfill    O(cols + 32*rowrefs) top-K/default pool + min-fill
#   32 top32_maxrow     O(cols + 32*rowrefs) top-K/default pool + min max-row
#   33 d2pool_default   O(rows*degree + candidates) all degree-2 endpoints + default score
#   34 d2pool_lowref    O(rows*degree + candidates) all degree-2 endpoints + low refs
#   35 d2pool_lookfill  O(rows*degree + candidates*rowrefs) all degree-2 endpoints + look/fill
#   36 d2pool_dup       O(rows*degree + candidates*rowrefs) all degree-2 endpoints + duplicate partners
#   37 d2pool_ratio     O(rows*degree + candidates*rowrefs) all degree-2 endpoints + d2/fill ratio
#   38 d2pool_minfill   O(rows*degree + candidates*rowrefs) all degree-2 endpoints + min-fill
#   39 d2pool_maxrow    O(rows*degree + candidates*rowrefs) all degree-2 endpoints + min max-row
#   40 rqcc_lowref      O(rows*degree + cols) largest degree-2 component + low refs
#   41 rqcc_lookfill    O(rows*degree + cols + cc*rowrefs) largest degree-2 component + look/fill
#   42 rqcc_dup         O(rows*degree + cols + cc*rowrefs) largest degree-2 component + duplicate partners
#   43 rqcc_ratio       O(rows*degree + cols + cc*rowrefs) largest degree-2 component + d2/fill ratio
#   44 rqcc_minfill     O(rows*degree + cols + cc*rowrefs) largest degree-2 component + min-fill
#   45 rqcc_livemin     O(rows*degree + cols + cc*rowrefs) largest degree-2 component + low live refs
#   46 rqcc_maxrow      O(rows*degree + cols + cc*rowrefs) largest degree-2 component + min max-row
#   47 minrow_default   O(rows*degree + row_degree) first minimum row + default score
#   48 minrow_lowref    O(rows*degree + row_degree) first minimum row + low refs
#   49 minrow_minfill   O(rows*degree + row_degree*rowrefs) first minimum row + min-fill
#   50 minrow_lookfill  O(rows*degree + row_degree*rowrefs) first minimum row + look/fill
#   51 minrow_ratio     O(rows*degree + row_degree*rowrefs) first minimum row + d2/fill ratio
#   52 allmin_default   O(rows*degree + candidates) all minimum rows + default score
#   53 allmin_lowref    O(rows*degree + candidates) all minimum rows + low refs
#   54 allmin_minfill   O(rows*degree + candidates*rowrefs) all minimum rows + min-fill
#   55 allmin_lookfill  O(rows*degree + candidates*rowrefs) all minimum rows + look/fill
#   56 allmin_ratio     O(rows*degree + candidates*rowrefs) all minimum rows + d2/fill ratio
#   57 global_lowref    O(cols) all columns + low reference count
#   58 global_livemin   O(cols*rowrefs) all columns + low live refs
#   59 global_livemax   O(cols*rowrefs) all columns + high live refs
#   60 global_random    O(cols) all columns + seeded randomized tie
#   61 top32_lowref     O(cols) top-K/default pool + low reference count
#   62 top64_ratio      O(cols + 64*rowrefs) top-K/default pool + d2/fill ratio
#   63 top64_minfill    O(cols + 64*rowrefs) top-K/default pool + min-fill
#   64 top32_d3         O(cols + 32*rowrefs) top-K/default pool + degree-3 support
# sweep: trials=40 threads=40 source=loss loss=0.100 overhead=0 rows_override=0 seed=0x6c0ffee1
method_id,method,cost,N,rows,source,trials,cols_mu,cols_sd,c50,c95,c99,cmax,rows_mu,rows_sd,r50,r95,r99,rmax,comp_mu,maxcomp_mu,sumsq_mu,init_todo_mu,init_d2_mu,choices_mu,build_us,greedy_us,total_us
15,rq_minrow,"O(rows*degree) Raptor-style minimum row degree",32000,32000,loss,40,253.65,20.75,252,288,302,302,253.65,20.75,252,288,302,302,252.97,1.48,255.05,32000.00,16005.62,253.65,6159.4,9621.4,16127.9
16,topk4_lookfill,"O(cols + 4*rowrefs) top-K look/fill",128,128,loss,40,7.40,1.85,8,10,10,10,7.40,1.85,8,10,10,10,3.75,4.60,30.95,114.50,54.67,7.40,36.8,24.1,64.2
16,topk4_lookfill,"O(cols + 4*rowrefs) top-K look/fill",2048,2048,loss,40,37.27,4.53,37,46,50,50,37.27,4.53,37,46,50,50,37.25,1.02,37.33,1551.40,797.85,37.27,544.8,227.0,795.7
16,topk4_lookfill,"O(cols + 4*rowrefs) top-K look/fill",32000,32000,loss,40,209.40,15.49,209,234,241,241,209.40,15.49,209,234,241,241,208.57,1.55,211.10,32000.00,16004.17,209.40,6005.3,12234.8,18617.0
17,topk16_lookfill,"O(cols + 16*rowrefs) top-K look/fill",128,128,loss,40,7.35,1.70,7,10,12,12,7.35,1.70,7,10,12,12,3.73,4.42,27.45,113.97,54.90,7.35,40.8,47.2,91.5
17,topk16_lookfill,"O(cols + 16*rowrefs) top-K look/fill",2048,2048,loss,40,36.42,3.50,37,43,43,43,36.42,3.50,37,43,43,43,36.38,1.05,36.52,1564.40,804.27,36.42,554.4,306.4,885.7
17,topk16_lookfill,"O(cols + 16*rowrefs) top-K look/fill",32000,32000,loss,40,210.60,14.20,208,240,242,242,210.60,14.20,208,240,242,242,209.72,1.55,212.50,32000.00,15997.25,210.60,6038.2,18937.6,25329.2
18,rqd2_default,"O(rows*degree + cols) largest degree-2 component/default tie",128,128,loss,40,7.25,1.37,7,10,11,11,7.25,1.37,7,10,11,11,2.98,5.20,34.10,112.72,54.65,7.25,38.3,28.9,70.7
18,rqd2_default,"O(rows*degree + cols) largest degree-2 component/default tie",2048,2048,loss,40,36.58,3.75,36,43,44,44,36.58,3.75,36,43,44,44,36.58,1.00,36.58,1630.62,839.20,36.58,572.9,453.8,1051.5
18,rqd2_default,"O(rows*degree + cols) largest degree-2 component/default tie",32000,32000,loss,40,193.18,12.74,196,209,213,213,193.18,12.74,196,209,213,213,192.65,1.43,194.28,32000.00,16004.45,193.18,6071.7,35859.4,42290.1
19,rqd2_minfill,"O(rows*degree + cols + rowrefs) largest degree-2 component/min-fill tie",128,128,loss,40,7.25,1.68,7,10,11,11,7.25,1.68,7,10,11,11,6.67,1.48,8.55,113.95,55.58,7.25,46.0,62.9,112.6
19,rqd2_minfill,"O(rows*degree + cols + rowrefs) largest degree-2 component/min-fill tie",2048,2048,loss,40,35.12,4.09,35,41,42,42,35.12,4.09,35,41,42,42,35.12,1.00,35.12,1610.42,827.85,35.12,590.4,516.8,1132.8
19,rqd2_minfill,"O(rows*degree + cols + rowrefs) largest degree-2 component/min-fill tie",32000,32000,loss,40,192.65,11.58,193,218,224,224,192.65,11.58,193,218,224,224,192.65,1.00,192.65,32000.00,16003.70,192.65,6057.2,41728.8,48148.1
20,minrow_best,"O(rows*degree) best column among all minimum rows",128,128,loss,40,7.10,1.58,7,10,11,11,7.10,1.58,7,10,11,11,3.42,4.65,29.25,113.80,55.20,7.10,44.5,75.5,123.8
20,minrow_best,"O(rows*degree) best column among all minimum rows",2048,2048,loss,40,37.85,4.92,37,46,49,49,37.85,4.92,37,46,49,49,37.80,1.05,37.95,1600.72,824.65,37.85,575.8,1264.5,1866.4
20,minrow_best,"O(rows*degree) best column among all minimum rows",32000,32000,loss,40,207.55,10.39,208,225,226,226,207.55,10.39,208,225,226,226,207.10,1.32,208.45,32000.00,16005.48,207.55,6149.4,229649.3,236136.6
21,top32_lookfill,"O(cols + 32*rowrefs) top-K/default pool + look/fill score",128,128,loss,40,7.53,1.53,8,10,10,10,7.53,1.53,8,10,10,10,3.60,4.80,32.12,115.00,55.17,7.53,44.3,68.1,116.6
21,top32_lookfill,"O(cols + 32*rowrefs) top-K/default pool + look/fill score",2048,2048,loss,40,37.20,4.48,37,43,55,55,37.20,4.48,37,43,55,55,37.15,1.05,37.30,1614.95,834.70,37.20,610.1,401.6,1038.1
21,top32_lookfill,"O(cols + 32*rowrefs) top-K/default pool + look/fill score",32000,32000,loss,40,208.30,13.92,209,231,233,233,208.30,13.92,209,231,233,233,207.93,1.25,209.05,32000.00,16003.48,208.30,6166.9,24253.7,30816.6
22,top64_lookfill,"O(cols + 64*rowrefs) top-K/default pool + look/fill score",128,128,loss,40,7.65,1.39,8,10,11,11,7.65,1.39,8,10,11,11,4.22,4.33,25.70,115.50,55.42,7.65,47.6,86.8,138.6
22,top64_lookfill,"O(cols + 64*rowrefs) top-K/default pool + look/fill score",2048,2048,loss,40,37.45,3.38,37,43,43,43,37.45,3.38,37,43,43,43,37.40,1.05,37.55,1617.78,833.98,37.45,579.6,558.1,1165.4
22,top64_lookfill,"O(cols + 64*rowrefs) top-K/default pool + look/fill score",32000,32000,loss,40,207.50,14.89,209,231,254,254,207.50,14.89,209,231,254,254,207.00,1.40,208.50,32000.00,16010.10,207.50,6094.6,35978.2,42477.2
23,top8_ratio,"O(cols + 8*rowrefs) top-K/default pool + d2/fill ratio",128,128,loss,40,7.97,1.70,8,10,12,12,7.97,1.70,8,10,12,12,6.15,2.52,14.18,115.67,55.05,7.97,40.1,38.1,81.8
23,top8_ratio,"O(cols + 8*rowrefs) top-K/default pool + d2/fill ratio",2048,2048,loss,40,38.38,4.11,38,45,47,47,38.38,4.11,38,45,47,47,38.35,1.02,38.42,1542.97,792.95,38.38,586.6,255.5,868.2
23,top8_ratio,"O(cols + 8*rowrefs) top-K/default pool + d2/fill ratio",32000,32000,loss,40,216.55,11.47,217,236,244,244,216.55,11.47,217,236,244,244,216.15,1.30,217.40,32000.00,16004.67,216.55,6077.9,14489.6,21001.2
24,top16_ratio,"O(cols + 16*rowrefs) top-K/default pool + d2/fill ratio",128,128,loss,40,7.85,1.78,8,10,12,12,7.85,1.78,8,10,12,12,6.45,2.12,11.95,116.30,55.95,7.85,40.6,48.8,92.9
24,top16_ratio,"O(cols + 16*rowrefs) top-K/default pool + d2/fill ratio",2048,2048,loss,40,39.95,6.44,40,48,61,61,39.95,6.44,40,48,61,61,39.92,1.02,40.00,1511.05,778.45,39.95,604.1,380.1,1010.7
24,top16_ratio,"O(cols + 16*rowrefs) top-K/default pool + d2/fill ratio",32000,32000,loss,40,212.32,12.72,211,235,249,249,212.32,12.72,211,235,249,249,212.15,1.12,212.68,32000.00,16005.33,212.32,6118.2,18304.8,24817.3
25,top32_ratio,"O(cols + 32*rowrefs) top-K/default pool + d2/fill ratio",128,128,loss,40,7.90,1.69,8,11,12,12,7.90,1.69,8,11,12,12,6.58,2.15,12.05,114.70,55.48,7.90,40.5,65.1,109.0
25,top32_ratio,"O(cols + 32*rowrefs) top-K/default pool + d2/fill ratio",2048,2048,loss,40,37.17,3.67,37,43,44,44,37.17,3.67,37,43,44,44,37.15,1.02,37.23,1572.80,807.58,37.17,596.6,438.4,1060.5
25,top32_ratio,"O(cols + 32*rowrefs) top-K/default pool + d2/fill ratio",32000,32000,loss,40,213.47,15.09,217,238,247,247,213.47,15.09,217,238,247,247,213.35,1.12,213.72,32000.00,15998.92,213.47,6077.1,26658.2,33109.0
26,top16_dup,"O(cols + 16*rowrefs) top-K/default pool + duplicate partners",128,128,loss,40,7.05,1.38,7,10,11,11,7.05,1.38,7,10,11,11,2.48,5.50,36.15,113.60,54.98,7.05,39.9,46.0,89.5
26,top16_dup,"O(cols + 16*rowrefs) top-K/default pool + duplicate partners",2048,2048,loss,40,37.92,4.38,38,44,51,51,37.92,4.38,38,44,51,51,37.75,1.15,38.27,1629.85,837.20,37.92,556.6,332.4,914.4
26,top16_dup,"O(cols + 16*rowrefs) top-K/default pool + duplicate partners",32000,32000,loss,40,208.15,13.97,206,234,239,239,208.15,13.97,206,234,239,239,207.28,1.57,210.05,32000.00,16004.42,208.15,6278.0,17359.2,24078.9
27,top16_d3,"O(cols + 16*rowrefs) top-K/default pool + degree-3 support",128,128,loss,40,7.12,1.72,7,10,11,11,7.12,1.72,7,10,11,11,3.45,4.55,27.68,113.65,55.58,7.12,46.1,53.5,103.7
27,top16_d3,"O(cols + 16*rowrefs) top-K/default pool + degree-3 support",2048,2048,loss,40,37.77,4.08,38,44,46,46,37.77,4.08,38,44,46,46,37.73,1.05,37.88,1462.10,753.52,37.77,590.5,299.9,917.2
27,top16_d3,"O(cols + 16*rowrefs) top-K/default pool + degree-3 support",32000,32000,loss,40,210.72,12.29,210,225,255,255,210.72,12.29,210,225,255,255,210.10,1.38,211.97,32000.00,16007.75,210.72,6089.8,17439.0,23937.3
28,top16_livemin,"O(cols + 16*rowrefs) top-K/default pool + low live refs",128,128,loss,40,9.03,2.01,9,12,12,12,9.03,2.01,9,12,12,12,6.15,3.33,22.57,113.95,55.95,9.03,43.6,50.1,97.4
28,top16_livemin,"O(cols + 16*rowrefs) top-K/default pool + low live refs",2048,2048,loss,40,38.75,3.92,39,45,46,46,38.75,3.92,39,45,46,46,38.75,1.00,38.75,1539.15,793.55,38.75,574.3,365.1,963.9
28,top16_livemin,"O(cols + 16*rowrefs) top-K/default pool + low live refs",32000,32000,loss,40,212.38,13.57,210,241,253,253,212.38,13.57,210,241,253,253,212.15,1.20,212.82,32000.00,16000.77,212.38,6107.4,18557.5,25042.6
29,top16_lowref,"O(cols) top-K/default pool + low reference count",128,128,loss,40,9.47,2.38,9,13,17,17,9.47,2.38,9,13,17,17,6.08,4.05,28.52,114.33,55.27,9.47,44.1,33.4,81.5
29,top16_lowref,"O(cols) top-K/default pool + low reference count",2048,2048,loss,40,38.70,4.29,39,46,47,47,38.70,4.29,39,46,47,47,38.67,1.02,38.75,1515.20,778.92,38.70,597.3,302.0,924.9
29,top16_lowref,"O(cols) top-K/default pool + low reference count",32000,32000,loss,40,211.38,15.85,210,239,246,246,211.38,15.85,210,239,246,246,210.97,1.30,212.18,32000.00,16007.85,211.38,6177.1,17109.0,23678.4
30,top16_livemax,"O(cols + 16*rowrefs) top-K/default pool + high live refs",128,128,loss,40,7.75,1.84,8,11,11,11,7.75,1.84,8,11,11,11,2.50,6.17,47.30,115.38,55.38,7.75,42.3,49.1,95.2
30,top16_livemax,"O(cols + 16*rowrefs) top-K/default pool + high live refs",2048,2048,loss,40,38.73,4.30,39,45,49,49,38.73,4.30,39,45,49,49,38.48,1.25,39.48,1535.58,788.92,38.73,578.1,330.1,934.2
30,top16_livemax,"O(cols + 16*rowrefs) top-K/default pool + high live refs",32000,32000,loss,40,215.43,16.08,218,239,256,256,215.43,16.08,218,239,256,256,213.25,1.90,220.12,32000.00,15998.38,215.43,6043.6,18588.9,25010.5
31,top32_minfill,"O(cols + 32*rowrefs) top-K/default pool + min-fill",128,128,loss,40,9.43,2.10,10,13,15,15,9.43,2.10,10,13,15,15,7.83,2.10,13.97,113.53,55.60,9.43,47.6,77.9,129.9
31,top32_minfill,"O(cols + 32*rowrefs) top-K/default pool + min-fill",2048,2048,loss,40,39.70,4.82,39,47,48,48,39.70,4.82,39,47,48,48,39.70,1.00,39.70,1646.03,845.60,39.70,564.4,461.5,1051.2
31,top32_minfill,"O(cols + 32*rowrefs) top-K/default pool + min-fill",32000,32000,loss,40,210.10,13.51,208,231,245,245,210.10,13.51,208,231,245,245,210.00,1.10,210.30,32000.00,16003.50,210.10,6181.7,25488.7,32045.1
32,top32_maxrow,"O(cols + 32*rowrefs) top-K/default pool + min max-row",128,128,loss,40,9.00,2.54,9,13,14,14,9.00,2.54,9,13,14,14,6.78,2.90,20.05,114.08,55.20,9.00,40.7,67.0,111.2
32,top32_maxrow,"O(cols + 32*rowrefs) top-K/default pool + min max-row",2048,2048,loss,40,39.52,3.32,39,46,46,46,39.52,3.32,39,46,46,46,39.52,1.00,39.52,1525.28,782.48,39.52,549.8,436.1,1010.4
32,top32_maxrow,"O(cols + 32*rowrefs) top-K/default pool + min max-row",32000,32000,loss,40,216.72,13.92,217,242,247,247,216.72,13.92,217,242,247,247,216.50,1.20,217.18,32000.00,15998.65,216.72,6230.2,26691.8,33273.9
33,d2pool_default,"O(rows*degree + candidates) all degree-2 endpoints + default score",128,128,loss,40,7.50,1.22,8,9,11,11,7.50,1.22,8,9,11,11,2.85,5.60,37.00,115.22,55.15,7.50,45.0,26.2,75.1
33,d2pool_default,"O(rows*degree + candidates) all degree-2 endpoints + default score",2048,2048,loss,40,38.17,4.16,39,45,47,47,38.17,4.16,39,45,47,47,38.10,1.07,38.33,1535.33,790.70,38.17,576.9,265.1,865.9
33,d2pool_default,"O(rows*degree + candidates) all degree-2 endpoints + default score",32000,32000,loss,40,212.18,11.86,212,231,241,241,212.18,11.86,212,231,241,241,210.95,1.73,214.88,32000.00,15997.05,212.18,6139.1,22816.7,29358.2
34,d2pool_lowref,"O(rows*degree + candidates) all degree-2 endpoints + low refs",128,128,loss,40,9.45,2.05,10,13,14,14,9.45,2.05,10,13,14,14,7.30,2.92,19.65,115.05,55.30,9.45,41.5,24.9,70.0
34,d2pool_lowref,"O(rows*degree + candidates) all degree-2 endpoints + low refs",2048,2048,loss,40,47.30,7.89,46,61,63,63,47.30,7.89,46,61,63,63,47.30,1.00,47.30,1619.53,831.73,47.30,569.6,327.9,922.4
34,d2pool_lowref,"O(rows*degree + candidates) all degree-2 endpoints + low refs",32000,32000,loss,40,282.10,24.74,284,320,326,326,282.10,24.74,284,320,326,326,282.10,1.00,282.10,32000.00,15999.15,282.10,6156.5,43456.0,49975.6
35,d2pool_lookfill,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + look/fill",128,128,loss,40,7.35,1.74,7,10,11,11,7.35,1.74,7,10,11,11,3.35,4.90,32.80,113.55,54.83,7.35,45.0,64.4,113.1
35,d2pool_lookfill,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + look/fill",2048,2048,loss,40,37.45,3.97,38,44,48,48,37.45,3.97,38,44,48,48,37.30,1.12,37.90,1548.20,797.85,37.45,583.5,708.7,1317.1
35,d2pool_lookfill,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + look/fill",32000,32000,loss,40,210.90,16.60,208,241,252,252,210.90,16.60,208,241,252,252,210.25,1.45,212.20,32000.00,15994.00,210.90,6182.0,149714.3,156241.7
36,d2pool_dup,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + duplicate partners",128,128,loss,40,7.28,1.38,7,10,10,10,7.28,1.38,7,10,10,10,2.88,5.25,33.73,116.30,55.55,7.28,40.6,56.0,100.0
36,d2pool_dup,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + duplicate partners",2048,2048,loss,40,38.50,4.23,38,46,49,49,38.50,4.23,38,46,49,49,38.42,1.07,38.65,1532.30,790.35,38.50,573.0,805.0,1404.5
36,d2pool_dup,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + duplicate partners",32000,32000,loss,40,209.28,16.52,209,240,242,242,209.28,16.52,209,240,242,242,208.28,1.62,211.47,32000.00,15998.90,209.28,6194.8,139585.5,146113.3
37,d2pool_ratio,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + d2/fill ratio",128,128,loss,40,8.00,1.40,8,10,13,13,8.00,1.40,8,10,13,13,6.95,1.98,11.05,114.60,55.62,8.00,41.3,56.6,101.6
37,d2pool_ratio,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + d2/fill ratio",2048,2048,loss,40,38.52,4.98,37,47,51,51,38.52,4.98,37,47,51,51,38.52,1.00,38.52,1557.90,803.95,38.52,618.1,750.6,1394.2
37,d2pool_ratio,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + d2/fill ratio",32000,32000,loss,40,223.47,11.90,225,240,245,245,223.47,11.90,225,240,245,245,223.47,1.00,223.47,32000.00,16003.85,223.47,6230.3,181932.5,188500.1
38,d2pool_minfill,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + min-fill",128,128,loss,40,8.90,1.84,9,11,15,15,8.90,1.84,9,11,15,15,8.03,1.68,11.45,113.78,55.55,8.90,43.6,63.7,111.1
38,d2pool_minfill,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + min-fill",2048,2048,loss,40,48.90,6.39,50,59,68,68,48.90,6.39,50,59,68,68,48.90,1.00,48.90,1642.00,845.75,48.90,543.5,1379.9,1947.4
38,d2pool_minfill,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + min-fill",32000,32000,loss,40,285.48,23.71,294,324,325,325,285.48,23.71,294,324,325,325,285.48,1.00,285.48,32000.00,16000.52,285.48,6190.9,354195.9,360768.7
39,d2pool_maxrow,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + min max-row",128,128,loss,40,9.72,2.20,10,13,14,14,9.72,2.20,10,13,14,14,7.72,2.62,17.43,115.67,56.33,9.72,42.6,77.7,124.5
39,d2pool_maxrow,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + min max-row",2048,2048,loss,40,47.02,6.22,48,58,60,60,47.02,6.22,48,58,60,60,47.02,1.00,47.02,1504.42,773.33,47.02,547.1,1281.3,1851.3
39,d2pool_maxrow,"O(rows*degree + candidates*rowrefs) all degree-2 endpoints + min max-row",32000,32000,loss,40,284.50,28.14,285,337,354,354,284.50,28.14,285,337,354,354,284.50,1.00,284.50,32000.00,16010.30,284.50,6268.2,368254.4,374883.5
40,rqcc_lowref,"O(rows*degree + cols) largest degree-2 component + low refs",128,128,loss,40,7.42,1.32,8,10,10,10,7.42,1.32,8,10,10,10,5.75,2.48,14.57,112.47,54.33,7.42,37.1,30.6,70.8
40,rqcc_lowref,"O(rows*degree + cols) largest degree-2 component + low refs",2048,2048,loss,40,35.70,4.59,36,42,49,49,35.70,4.59,36,42,49,49,35.70,1.00,35.70,1590.85,820.27,35.70,569.9,416.1,1010.9
40,rqcc_lowref,"O(rows*degree + cols) largest degree-2 component + low refs",32000,32000,loss,40,193.40,14.28,191,217,225,225,193.40,14.28,191,217,225,225,193.40,1.00,193.40,32000.00,16008.70,193.40,6227.1,33904.6,40446.6
41,rqcc_lookfill,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + look/fill",128,128,loss,40,7.25,1.20,7,9,10,10,7.25,1.20,7,9,10,10,3.17,4.97,30.40,111.15,53.67,7.25,45.1,50.8,100.0
41,rqcc_lookfill,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + look/fill",2048,2048,loss,40,36.85,4.00,38,42,44,44,36.85,4.00,38,42,44,44,36.85,1.00,36.85,1651.65,853.25,36.85,580.2,489.4,1095.2
41,rqcc_lookfill,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + look/fill",32000,32000,loss,40,195.93,13.66,196,218,221,221,195.93,13.66,196,218,221,221,195.53,1.27,196.78,32000.00,15994.88,195.93,6088.6,39400.6,45828.8
42,rqcc_dup,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + duplicate partners",128,128,loss,40,6.80,1.55,7,9,10,10,6.80,1.55,7,9,10,10,3.02,4.70,29.10,111.80,54.67,6.80,41.5,47.7,93.1
42,rqcc_dup,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + duplicate partners",2048,2048,loss,40,36.95,4.18,37,45,48,48,36.95,4.18,37,45,48,48,36.85,1.10,37.15,1662.12,857.55,36.95,555.7,535.0,1115.5
42,rqcc_dup,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + duplicate partners",32000,32000,loss,40,194.95,14.09,193,214,220,220,194.95,14.09,193,214,220,220,194.15,1.57,196.65,32000.00,16002.67,194.95,6184.2,38865.9,45401.4
43,rqcc_ratio,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + d2/fill ratio",128,128,loss,40,7.45,1.28,7,10,10,10,7.45,1.28,7,10,10,10,6.28,2.05,11.35,114.90,54.92,7.45,43.1,53.4,100.2
43,rqcc_ratio,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + d2/fill ratio",2048,2048,loss,40,36.17,4.21,36,43,45,45,36.17,4.21,36,43,45,45,36.17,1.00,36.17,1651.62,851.12,36.17,568.6,502.8,1096.2
43,rqcc_ratio,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + d2/fill ratio",32000,32000,loss,40,194.68,14.78,194,216,233,233,194.68,14.78,194,216,233,233,194.68,1.00,194.68,32000.00,16005.00,194.68,6171.9,37179.4,43736.2
44,rqcc_minfill,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + min-fill",128,128,loss,40,7.20,1.54,7,9,13,13,7.20,1.54,7,9,13,13,6.50,1.65,9.20,114.88,55.45,7.20,41.5,49.5,94.3
44,rqcc_minfill,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + min-fill",2048,2048,loss,40,35.75,3.88,36,41,45,45,35.75,3.88,36,41,45,45,35.75,1.00,35.75,1631.72,841.62,35.75,583.1,472.3,1080.8
44,rqcc_minfill,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + min-fill",32000,32000,loss,40,194.10,14.90,194,221,223,223,194.10,14.90,194,221,223,223,194.10,1.00,194.10,32000.00,16006.92,194.10,6198.9,36766.2,43374.2
45,rqcc_livemin,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + low live refs",128,128,loss,40,7.00,1.61,7,9,12,12,7.00,1.61,7,9,12,12,5.58,2.30,11.70,113.08,54.85,7.00,44.3,53.0,101.1
45,rqcc_livemin,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + low live refs",2048,2048,loss,40,37.17,3.25,38,41,43,43,37.17,3.25,38,41,43,43,37.17,1.00,37.17,1636.45,843.25,37.17,558.5,480.4,1064.4
45,rqcc_livemin,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + low live refs",32000,32000,loss,40,198.85,16.13,196,229,245,245,198.85,16.13,196,229,245,245,198.85,1.00,198.85,32000.00,15996.33,198.85,6145.3,41837.1,48353.2
46,rqcc_maxrow,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + min max-row",128,128,loss,40,7.30,1.60,7,10,11,11,7.30,1.60,7,10,11,11,6.38,1.82,10.00,114.12,55.35,7.30,42.5,50.1,96.5
46,rqcc_maxrow,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + min max-row",2048,2048,loss,40,36.73,4.56,37,45,48,48,36.73,4.56,37,45,48,48,36.73,1.00,36.73,1615.03,831.92,36.73,599.1,511.4,1136.1
46,rqcc_maxrow,"O(rows*degree + cols + cc*rowrefs) largest degree-2 component + min max-row",32000,32000,loss,40,193.88,13.43,194,212,223,223,193.88,13.43,194,212,223,223,193.88,1.00,193.88,32000.00,16010.30,193.88,6160.1,37841.2,44367.9
