N,overhead,structure,method_id,method,trials,actual_N_mu,matrix_rows_mu,cols_mu,cols_var,cols_sd,c50,c95,c99,rows_mu,rows_var,rows_sd,r50,r95,r99,row_refs_mu,row_xors_mu,matrix_refs_mu,matrix_xors_mu,solve_sparse_xors_mu,solve_dense_xors_est_mu,solve_total_xors_est_mu,combined_xors_mu,build_us,greedy_us,total_us,throughput_per_s
1000,0,lt_m2_c512,43,rqcc_ratio,400,999.835,999.835,20.7525,14.331243749999999,3.7856629208105677,20,28,33,20.7525,14.331243749999999,3.7856629208105677,20,28,33,6.81175,5.81175,6810.7725,5810.9375,5728.6475,444.9975,6173.645,11984.5825,2973.4,4084.85,7083.65,141.1701594516951
1000,0,lt_m2_c512,75,ks_boundary_min,400,999.835,999.835,20.75,14.3425,3.7871493236998193,20,28,33,20.75,14.3425,3.7871493236998193,20,28,33,6.81175,5.81175,6810.7725,5810.9375,5744.5475,444.905,6189.4525,12000.39,2958.075,4024.225,6994.075,142.97816365995504
1000,0,lt_m2_c512,76,ks_boundary_max,400,999.835,999.835,20.75,14.3425,3.7871493236998193,20,28,33,20.75,14.3425,3.7871493236998193,20,28,33,6.81175,5.81175,6810.7725,5810.9375,5613.7575,444.905,6058.6625,11869.6,2776.575,3723.2,6509.75,153.6157302507777
1000,0,lt_m2_c512,78,ks_lowref,400,999.835,999.835,20.75,14.3425,3.7871493236998193,20,28,33,20.75,14.3425,3.7871493236998193,20,28,33,6.81175,5.81175,6810.7725,5810.9375,5758.8675,444.905,6203.7725,12014.71,2849.425,3691.025,6557.675,152.49307109608208
1000,0,lt_m2_c512,79,ks_random,400,999.835,999.835,20.75,14.3425,3.7871493236998193,20,28,33,20.75,14.3425,3.7871493236998193,20,28,33,6.81175,5.81175,6810.7725,5810.9375,5692.5025,444.905,6137.4075,11948.345000000001,3034.15,3835.6,6880.025,145.34830905410956
1000,0,lt_m2_c512,94,hyb_lowref10,400,999.835,999.835,21.9925,15.53744375,3.9417564295628416,22,29,33,21.9925,15.53744375,3.9417564295628416,22,29,33,6.81175,5.81175,6810.7725,5810.9375,5643.26,499.2075,6142.4675,11953.404999999999,2926.275,175.375,3130.325,319.4556475765296
1000,0,lt_m2_c512,99,hyb_rqbeam,400,999.835,999.835,20.78,14.386600000000001,3.792967176235513,20,28,33,20.78,14.386600000000001,3.792967176235513,20,28,33,6.81175,5.81175,6810.7725,5810.9375,5749.5,446.195,6195.695,12006.6325,3150.075,2863.15,6081.775,164.4256816472165
1000,0,lt_m2_c512_fold,0,default,400,999.835,999.835,22.7275,16.99824375,4.122892643521051,22,30,33,22.7275,16.99824375,4.122892643521051,22,30,33,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6071.0625,533.5375,6604.6,12883.5175,3292.375,228.475,3565.575,280.4596734047103
1000,0,lt_m2_c512_fold,7,random_tie,400,999.835,999.835,22.7525,16.97124375,4.119616942144014,22,30,33,22.7525,16.97124375,4.119616942144014,22,30,33,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6070.9175,534.6475,6605.565,12884.482499999998,3165.775,190.75,3388.425,295.122365110634
1000,0,lt_m2_c512_fold,10,raptorq_d2cc,400,999.835,999.835,21.375,16.139375,4.017384099137149,21,29,32,21.375,16.139375,4.017384099137149,21,29,32,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6216.52,473.03,6689.55,12968.467499999999,4050.65,621.15,4702.15,212.66867284114716
1000,0,lt_m2_c512_fold,18,rqd2_default,400,999.835,999.835,21.375,16.139375,4.017384099137149,21,29,32,21.375,16.139375,4.017384099137149,21,29,32,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6088.8425,473.03,6561.8725,12840.79,2903.9,645.0,3612.725,276.7993688974389
1000,0,lt_m2_c512_fold,19,rqd2_minfill,400,999.835,999.835,21.375,16.139375,4.017384099137149,21,29,32,21.375,16.139375,4.017384099137149,21,29,32,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6197.18,473.03,6670.21,12949.127499999999,2830.55,4679.625,7522.15,132.94071508810646
1000,0,lt_m2_c512_fold,29,top16_lowref,400,999.835,999.835,25.055,21.406975,4.626767229934957,25,34,37,25.055,21.406975,4.626767229934957,25,34,37,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6134.895,649.16,6784.055,13062.9725,3105.85,376.7,3528.95,283.3704076283314
1000,0,lt_m2_c512_fold,40,rqcc_lowref,400,999.835,999.835,21.405,16.425975,4.052897111943505,21,29,32,21.405,16.425975,4.052897111943505,21,29,32,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6216.4925,474.6,6691.0925,12970.009999999998,3246.15,594.275,3902.425,256.25092090174695
1000,0,lt_m2_c512_fold,42,rqcc_dup,400,999.835,999.835,21.3775,16.18999375,4.0236791310938305,21,29,32,21.3775,16.18999375,4.0236791310938305,21,29,32,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6089.5025,473.1875,6562.69,12841.607499999998,3352.45,5970.25,9358.125,106.85901288986842
1000,0,lt_m2_c512_fold,43,rqcc_ratio,400,999.835,999.835,21.38,16.2156,4.026859818766975,21,29,32,21.38,16.2156,4.026859818766975,21,29,32,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6180.8475,473.32,6654.1675,12933.085,3306.15,5712.975,9039.925,110.6203867841824
1000,0,lt_m2_c512_fold,75,ks_boundary_min,400,999.835,999.835,21.375,16.139375,4.017384099137149,21,29,32,21.375,16.139375,4.017384099137149,21,29,32,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6202.99,473.03,6676.02,12954.9375,3267.825,5573.5,8852.775,112.95893095667743
1000,0,lt_m2_c512_fold,76,ks_boundary_max,400,999.835,999.835,21.375,16.139375,4.017384099137149,21,29,32,21.375,16.139375,4.017384099137149,21,29,32,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6061.92,473.03,6534.95,12813.8675,3189.5,5502.35,8703.725,114.8933358992845
1000,0,lt_m2_c512_fold,78,ks_lowref,400,999.835,999.835,21.375,16.139375,4.017384099137149,21,29,32,21.375,16.139375,4.017384099137149,21,29,32,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6216.5175,473.03,6689.5475,12968.465,2911.425,4747.025,7669.4,130.38829634651995
1000,0,lt_m2_c512_fold,79,ks_random,400,999.835,999.835,21.375,16.139375,4.017384099137149,21,29,32,21.375,16.139375,4.017384099137149,21,29,32,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6144.2775,473.03,6617.3075,12896.224999999999,3260.2,5405.225,8677.25,115.24388487135901
1000,0,lt_m2_c512_fold,94,hyb_lowref10,400,999.835,999.835,22.6825,17.266693749999998,4.155321136807599,22,30,33,22.6825,17.266693749999998,4.155321136807599,22,30,33,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6092.905,531.7625,6624.6675,12903.585,3675.05,208.475,3924.475,254.8111530841705
1000,0,lt_m2_c512_fold,99,hyb_rqbeam,400,999.835,999.835,21.37,16.2881,4.035851830778727,21,29,32,21.37,16.2881,4.035851830778727,21,29,32,7.280049999999999,6.280049999999999,7278.7525,6278.9175,6206.25,472.965,6679.215,12958.1325,3172.2,2534.35,5768.95,173.34176929943925
1000,0,lt_m2_c640,0,default,400,999.835,999.835,22.3075,15.77294375,3.9715165554231295,22,29,33,22.3075,15.77294375,3.9715165554231295,22,29,33,7.081775,6.081775,7080.6125,6080.7775,5883.765,513.3975,6397.1625,12477.94,4276.975,237.45,4563.325,219.1384571556924
1000,0,lt_m2_c640,7,random_tie,400,999.835,999.835,22.3125,16.05484375,4.006849604115433,22,29,34,22.3125,16.05484375,4.006849604115433,22,29,34,7.081775,6.081775,7080.6125,6080.7775,5883.6725,513.9025,6397.575,12478.3525,4281.95,227.625,4555.75,219.50282609888603
1000,0,lt_m2_c640,10,raptorq_d2cc,400,999.835,999.835,20.84,15.6844,3.9603535195737263,20,28,32,20.84,15.6844,3.9603535195737263,20,28,32,7.081775,6.081775,7080.6125,6080.7775,6024.1425,449.99,6474.1325,12554.91,4516.675,570.875,5126.325,195.0715180953217
1000,0,lt_m2_c640,18,rqd2_default,400,999.835,999.835,20.84,15.6844,3.9603535195737263,20,28,32,20.84,15.6844,3.9603535195737263,20,28,32,7.081775,6.081775,7080.6125,6080.7775,5902.96,449.99,6352.95,12433.7275,3731.425,510.05,4277.975,233.755456728943
1000,0,lt_m2_c640,19,rqd2_minfill,400,999.835,999.835,20.84,15.6844,3.9603535195737263,20,28,32,20.84,15.6844,3.9603535195737263,20,28,32,7.081775,6.081775,7080.6125,6080.7775,6007.0375,449.99,6457.0275,12537.805,3511.2,4352.975,7875.45,126.97687116291767
1000,0,lt_m2_c640,29,top16_lowref,400,999.835,999.835,24.3025,17.70599375,4.207849064545923,24,31,36,24.3025,17.70599375,4.207849064545923,24,31,36,7.081775,6.081775,7080.6125,6080.7775,5948.035,608.3175,6556.3525,12637.130000000001,4133.475,391.85,4564.75,219.07004764773535
1000,0,lt_m2_c640,40,rqcc_lowref,400,999.835,999.835,20.8475,15.769243750000001,3.971050711083907,20,28,32,20.8475,15.769243750000001,3.971050711083907,20,28,32,7.081775,6.081775,7080.6125,6080.7775,6024.1425,450.3875,6474.53,12555.307499999999,4051.4,557.55,4649.15,215.09308153103257
1000,0,lt_m2_c640,42,rqcc_dup,400,999.835,999.835,20.84,15.6844,3.9603535195737263,20,28,32,20.84,15.6844,3.9603535195737263,20,28,32,7.081775,6.081775,7080.6125,6080.7775,5903.585,449.99,6353.575,12434.3525,3159.025,4147.775,7339.925,136.2411741264386
1000,0,lt_m2_c640,43,rqcc_ratio,400,999.835,999.835,20.8425,15.70769375,3.963293295985045,20,28,32,20.8425,15.70769375,3.963293295985045,20,28,32,7.081775,6.081775,7080.6125,6080.7775,5991.0075,450.1175,6441.125,12521.9025,3542.9,4631.925,8188.95,122.1157779690925
1000,0,lt_m2_c640,75,ks_boundary_min,400,999.835,999.835,20.84,15.6844,3.9603535195737263,20,28,32,20.84,15.6844,3.9603535195737263,20,28,32,7.081775,6.081775,7080.6125,6080.7775,6010.8125,449.99,6460.8025,12541.58,3536.7,4600.925,8148.725,122.71858480927997
1000,0,lt_m2_c640,76,ks_boundary_max,400,999.835,999.835,20.84,15.6844,3.9603535195737263,20,28,32,20.84,15.6844,3.9603535195737263,20,28,32,7.081775,6.081775,7080.6125,6080.7775,5876.825,449.99,6326.815,12407.592499999999,3988.925,5069.8,9069.125,110.2642206387055
1000,0,lt_m2_c640,78,ks_lowref,400,999.835,999.835,20.84,15.6844,3.9603535195737263,20,28,32,20.84,15.6844,3.9603535195737263,20,28,32,7.081775,6.081775,7080.6125,6080.7775,6024.1475,449.99,6474.1375,12554.915,3495.3,4347.0,7853.175,127.3370324741267
1000,0,lt_m2_c640,79,ks_random,400,999.835,999.835,20.84,15.6844,3.9603535195737263,20,28,32,20.84,15.6844,3.9603535195737263,20,28,32,7.081775,6.081775,7080.6125,6080.7775,5955.32,449.99,6405.31,12486.087500000001,3666.7,4473.425,8158.625,122.56967319860884
1000,0,lt_m2_c640,94,hyb_lowref10,400,999.835,999.835,22.2475,16.18124375,4.022591670801301,22,29,33,22.2475,16.18124375,4.022591670801301,22,29,33,7.081775,6.081775,7080.6125,6080.7775,5906.59,511.1325,6417.7225,12498.5,4414.55,515.1,4987.875,200.4861789840363
1000,0,lt_m2_c640,99,hyb_rqbeam,400,999.835,999.835,20.8375,15.49109375,3.9358726795972454,20,28,32,20.8375,15.49109375,3.9358726795972454,20,28,32,7.081775,6.081775,7080.6125,6080.7775,6013.6825,449.6925,6463.375,12544.1525,3901.35,2549.25,6521.4,153.34130708130158
1000,0,lt_m2_c960,0,default,400,999.835,999.835,22.735,17.714775,4.208892372109318,22,31,33,22.735,17.714775,4.208892372109318,22,31,33,7.561049999999999,6.56105,7560.2125,6560.3775,6344.6375,534.595,6879.2325,13439.61,5842.175,156.525,6038.05,165.61638277258385
1000,0,lt_m2_c960,7,random_tie,400,999.835,999.835,22.715,17.278775,4.156774590953904,23,31,33,22.715,17.278775,4.156774590953904,23,31,33,7.561049999999999,6.56105,7560.2125,6560.3775,6344.6275,533.25,6877.8775,13438.255,4742.35,183.675,4953.375,201.88255482373128
1000,0,lt_m2_c960,10,raptorq_d2cc,400,999.835,999.835,21.23,16.6321,4.07824717249948,21,29,31,21.23,16.6321,4.07824717249948,21,29,31,7.561049999999999,6.56105,7560.2125,6560.3775,6492.3125,467.345,6959.6575,13520.035,4915.775,445.45,5399.65,185.19718870667543
1000,0,lt_m2_c960,18,rqd2_default,400,999.835,999.835,21.23,16.6321,4.07824717249948,21,29,31,21.23,16.6321,4.07824717249948,21,29,31,7.561049999999999,6.56105,7560.2125,6560.3775,6364.18,467.345,6831.525,13391.9025,4811.7,446.425,5287.275,189.13334373566724
1000,0,lt_m2_c960,19,rqd2_minfill,400,999.835,999.835,21.23,16.6321,4.07824717249948,21,29,31,21.23,16.6321,4.07824717249948,21,29,31,7.561049999999999,6.56105,7560.2125,6560.3775,6469.0175,467.345,6936.3625,13496.74,5001.05,6178.35,11206.525,89.2337276720482
1000,0,lt_m2_c960,29,top16_lowref,400,999.835,999.835,24.685,18.910775,4.34865209001594,24,32,35,24.685,18.910775,4.34865209001594,24,32,35,7.561049999999999,6.56105,7560.2125,6560.3775,6409.715,628.26,7037.975,13598.3525,4863.95,331.275,5222.475,191.4800932508054
1000,0,lt_m2_c960,40,rqcc_lowref,400,999.835,999.835,21.275,16.694375,4.085875059274329,21,29,31,21.275,16.694375,4.085875059274329,21,29,31,7.561049999999999,6.56105,7560.2125,6560.3775,6492.255,469.32,6961.575,13521.9525,5094.65,482.475,5610.925,178.22373316342672
1000,0,lt_m2_c960,42,rqcc_dup,400,999.835,999.835,21.235,16.639775,4.079188031949496,21,29,31,21.235,16.639775,4.079188031949496,21,29,31,7.561049999999999,6.56105,7560.2125,6560.3775,6365.1225,467.565,6832.6875,13393.064999999999,5055.8,6540.225,11647.325,85.85662373120007
1000,0,lt_m2_c960,43,rqcc_ratio,400,999.835,999.835,21.235,16.609775,4.075509170643589,21,29,31,21.235,16.609775,4.075509170643589,21,29,31,7.561049999999999,6.56105,7560.2125,6560.3775,6449.6775,467.535,6917.2125,13477.59,5406.9,6835.95,12255.25,81.59768262581343
1000,0,lt_m2_c960,75,ks_boundary_min,400,999.835,999.835,21.23,16.6321,4.07824717249948,21,29,31,21.23,16.6321,4.07824717249948,21,29,31,7.561049999999999,6.56105,7560.2125,6560.3775,6478.24,467.345,6945.585,13505.9625,5064.075,6197.4,11272.075,88.71481071586199
1000,0,lt_m2_c960,76,ks_boundary_max,400,999.835,999.835,21.23,16.6321,4.07824717249948,21,29,31,21.23,16.6321,4.07824717249948,21,29,31,7.561049999999999,6.56105,7560.2125,6560.3775,6336.165,467.345,6803.51,13363.8875,4983.0,6529.725,11524.55,86.7712839113024
1000,0,lt_m2_c960,78,ks_lowref,400,999.835,999.835,21.23,16.6321,4.07824717249948,21,29,31,21.23,16.6321,4.07824717249948,21,29,31,7.561049999999999,6.56105,7560.2125,6560.3775,6492.305,467.345,6959.65,13520.0275,4981.075,6125.175,11117.2,89.95070701255712
1000,0,lt_m2_c960,79,ks_random,400,999.835,999.835,21.23,16.6321,4.07824717249948,21,29,31,21.23,16.6321,4.07824717249948,21,29,31,7.561049999999999,6.56105,7560.2125,6560.3775,6420.11,467.345,6887.455,13447.8325,5284.15,6428.575,11723.3,85.3002141035374
1000,0,lt_m2_c960,94,hyb_lowref10,400,999.835,999.835,22.695,17.911974999999998,4.232254127530624,22,31,33,22.695,17.911974999999998,4.232254127530624,22,31,33,7.561049999999999,6.56105,7560.2125,6560.3775,6366.825,532.975,6899.8,13460.1775,5198.775,211.125,5437.75,183.89959082341042
1000,0,lt_m2_c960,99,hyb_rqbeam,400,999.835,999.835,21.2375,16.31609375,4.039318475931305,21,29,31,21.2375,16.31609375,4.039318475931305,21,29,31,7.561049999999999,6.56105,7560.2125,6560.3775,6482.515,467.3475,6949.8625,13510.24,5055.425,2251.75,7357.925,135.90788163782588
1000,0,lt_m2_c1024,0,default,400,999.835,999.835,22.595,15.890975000000001,3.9863485798409553,22,30,33,22.595,15.890975000000001,3.9863485798409553,22,30,33,7.488799999999999,6.4888,7487.46,6487.625,6275.0825,526.425,6801.5075,13289.1325,5833.05,210.275,6074.05,164.6347988574345
1000,0,lt_m2_c1024,7,random_tie,400,999.835,999.835,22.5725,16.24474375,4.030476863846262,22,30,33,22.5725,16.24474375,4.030476863846262,22,30,33,7.488799999999999,6.4888,7487.46,6487.625,6274.9525,525.7625,6800.715,13288.34,4755.325,158.875,4947.85,202.10798629707853
1000,0,lt_m2_c1024,10,raptorq_d2cc,400,999.835,999.835,21.06,15.361399999999998,3.9193621930104903,21,28,32,21.06,15.361399999999998,3.9193621930104903,21,28,32,7.488799999999999,6.4888,7487.46,6487.625,6421.5075,458.885,6880.3925,13368.0175,5283.775,564.35,5886.95,169.8672487451057
1000,0,lt_m2_c1024,18,rqd2_default,400,999.835,999.835,21.06,15.361399999999998,3.9193621930104903,21,28,32,21.06,15.361399999999998,3.9193621930104903,21,28,32,7.488799999999999,6.4888,7487.46,6487.625,6294.7,458.885,6753.585,13241.21,5477.95,461.85,5995.625,166.7882831231106
1000,0,lt_m2_c1024,19,rqd2_minfill,400,999.835,999.835,21.06,15.361399999999998,3.9193621930104903,21,28,32,21.06,15.361399999999998,3.9193621930104903,21,28,32,7.488799999999999,6.4888,7487.46,6487.625,6399.2,458.885,6858.085,13345.71,5450.7,6102.2,11572.3,86.41324542225833
1000,0,lt_m2_c1024,29,top16_lowref,400,999.835,999.835,24.8225,19.55099375,4.421650568509457,25,32,37,24.8225,19.55099375,4.421650568509457,25,32,37,7.488799999999999,6.4888,7487.46,6487.625,6338.0,635.7075,6973.7075,13461.3325,5907.35,372.825,6319.5,158.24036711765172
1000,0,lt_m2_c1024,40,rqcc_lowref,400,999.835,999.835,21.1,15.44,3.9293765408777,21,29,32,21.1,15.44,3.9293765408777,21,29,32,7.488799999999999,6.4888,7487.46,6487.625,6421.4575,460.65,6882.1075,13369.7325,5284.1,489.775,5800.875,172.38778632533885
1000,0,lt_m2_c1024,42,rqcc_dup,400,999.835,999.835,21.0625,15.34859375,3.91772813630553,21,28,32,21.0625,15.34859375,3.91772813630553,21,28,32,7.488799999999999,6.4888,7487.46,6487.625,6295.67,458.9775,6754.6475,13242.2725,4958.975,6146.8,11142.075,89.74988949544856
1000,0,lt_m2_c1024,43,rqcc_ratio,400,999.835,999.835,21.0675,15.36294375,3.919559126993749,21,28,32,21.0675,15.36294375,3.919559126993749,21,28,32,7.488799999999999,6.4888,7487.46,6487.625,6379.9175,459.2025,6839.12,13326.744999999999,5357.125,6532.675,11904.2,84.00396498714738
1000,0,lt_m2_c1024,75,ks_boundary_min,400,999.835,999.835,21.06,15.361399999999998,3.9193621930104903,21,28,32,21.06,15.361399999999998,3.9193621930104903,21,28,32,7.488799999999999,6.4888,7487.46,6487.625,6408.1375,458.885,6867.0225,13354.6475,5183.725,6005.75,11200.825,89.27913792064423
1000,0,lt_m2_c1024,76,ks_boundary_max,400,999.835,999.835,21.06,15.361399999999998,3.9193621930104903,21,28,32,21.06,15.361399999999998,3.9193621930104903,21,28,32,7.488799999999999,6.4888,7487.46,6487.625,6267.9125,458.885,6726.7975,13214.4225,4984.725,5919.725,10916.35,91.60571070000503
1000,0,lt_m2_c1024,78,ks_lowref,400,999.835,999.835,21.06,15.361399999999998,3.9193621930104903,21,28,32,21.06,15.361399999999998,3.9193621930104903,21,28,32,7.488799999999999,6.4888,7487.46,6487.625,6421.5125,458.885,6880.3975,13368.0225,5500.925,6497.925,12009.775,83.26550663938333
1000,0,lt_m2_c1024,79,ks_random,400,999.835,999.835,21.06,15.361399999999998,3.9193621930104903,21,28,32,21.06,15.361399999999998,3.9193621930104903,21,28,32,7.488799999999999,6.4888,7487.46,6487.625,6351.73,458.885,6810.615,13298.24,5723.875,6961.575,12698.025,78.75240440934712
1000,0,lt_m2_c1024,94,hyb_lowref10,400,999.835,999.835,22.465,16.393775,4.048922696224269,22,30,32,22.465,16.393775,4.048922696224269,22,30,32,7.488799999999999,6.4888,7487.46,6487.625,6297.32,521.07,6818.39,13306.015,5303.35,206.3,5543.525,180.3906359220893
1000,0,lt_m2_c1024,99,hyb_rqbeam,400,999.835,999.835,21.095,15.260975,3.9065297899798486,21,28,32,21.095,15.260975,3.9065297899798486,21,28,32,7.488799999999999,6.4888,7487.46,6487.625,6411.445,460.26,6871.705,13359.33,5477.85,2518.55,8045.975,124.28574535715062
1000,0,lt_m2_c1024_fold0,0,default,400,999.835,999.835,22.5175,17.22969375,4.1508666263805685,22,28,36,22.5175,17.22969375,4.1508666263805685,22,28,36,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6277.4175,524.2675,6801.685,13292.712500000001,5927.475,159.55,6126.25,163.23199347072025
1000,0,lt_m2_c1024_fold0,7,random_tie,400,999.835,999.835,22.505,16.869975,4.107307512227445,22,29,35,22.505,16.869975,4.107307512227445,22,29,35,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6277.55,523.345,6800.895,13291.9225,5397.725,192.55,5618.4,177.98661540652145
1000,0,lt_m2_c1024_fold0,10,raptorq_d2cc,400,999.835,999.835,21.045,15.382975000000002,3.922113588360235,21,27,34,21.045,15.382975000000002,3.922113588360235,21,27,34,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6425.0625,458.275,6883.3375,13374.365,5941.175,518.0,6489.95,154.08439202151018
1000,0,lt_m2_c1024_fold0,18,rqd2_default,400,999.835,999.835,21.045,15.382975000000002,3.922113588360235,21,27,34,21.045,15.382975000000002,3.922113588360235,21,27,34,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6296.925,458.275,6755.2,13246.2275,6188.6,513.925,6749.375,148.1618668395222
1000,0,lt_m2_c1024_fold0,19,rqd2_minfill,400,999.835,999.835,21.045,15.382975000000002,3.922113588360235,21,27,34,21.045,15.382975000000002,3.922113588360235,21,27,34,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6402.51,458.275,6860.785,13351.8125,5235.575,5929.775,11184.225,89.41164899668954
1000,0,lt_m2_c1024_fold0,29,top16_lowref,400,999.835,999.835,24.7375,19.84359375,4.454614882343927,24,32,39,24.7375,19.84359375,4.454614882343927,24,32,39,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6340.2525,631.7875,6972.04,13463.067500000001,6097.65,361.9,6503.75,153.7574476263694
1000,0,lt_m2_c1024_fold0,40,rqcc_lowref,400,999.835,999.835,21.0625,15.39359375,3.923467057335897,21,27,34,21.0625,15.39359375,3.923467057335897,21,27,34,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6425.0375,459.0225,6884.06,13375.087500000001,6486.2,564.425,7088.725,141.0690921145904
1000,0,lt_m2_c1024_fold0,42,rqcc_dup,400,999.835,999.835,21.045,15.382975000000002,3.922113588360235,21,27,34,21.045,15.382975000000002,3.922113588360235,21,27,34,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6297.685,458.275,6755.96,13246.9875,5097.35,6014.525,11142.175,89.74908399841145
1000,0,lt_m2_c1024_fold0,43,rqcc_ratio,400,999.835,999.835,21.0525,15.40474375,3.924887737248035,21,27,34,21.0525,15.40474375,3.924887737248035,21,27,34,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6383.34,458.6125,6841.9525,13332.98,5308.35,6153.0,11482.95,87.08563565982608
1000,0,lt_m2_c1024_fold0,75,ks_boundary_min,400,999.835,999.835,21.045,15.382975000000002,3.922113588360235,21,27,34,21.045,15.382975000000002,3.922113588360235,21,27,34,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6411.5575,458.275,6869.8325,13360.86,4895.075,5670.25,10576.175,94.55214196058594
1000,0,lt_m2_c1024_fold0,76,ks_boundary_max,400,999.835,999.835,21.045,15.382975000000002,3.922113588360235,21,27,34,21.045,15.382975000000002,3.922113588360235,21,27,34,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6269.805,458.275,6728.08,13219.1075,5009.975,5967.675,10989.4,90.99677871403352
1000,0,lt_m2_c1024_fold0,78,ks_lowref,400,999.835,999.835,21.045,15.382975000000002,3.922113588360235,21,27,34,21.045,15.382975000000002,3.922113588360235,21,27,34,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6425.06,458.275,6883.335,13374.3625,5018.325,5693.35,10723.95,93.24922253460711
1000,0,lt_m2_c1024_fold0,79,ks_random,400,999.835,999.835,21.045,15.382975000000002,3.922113588360235,21,27,34,21.045,15.382975000000002,3.922113588360235,21,27,34,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6353.5425,458.275,6811.8175,13302.845000000001,5341.525,6116.325,11484.425,87.07445083232291
1000,0,lt_m2_c1024_fold0,94,hyb_lowref10,400,999.835,999.835,22.4525,17.05774375,4.130102147647198,22,28,36,22.4525,17.05774375,4.130102147647198,22,28,36,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6299.1175,521.1725,6820.29,13311.317500000001,6451.45,260.925,6737.375,148.42575929052487
1000,0,lt_m2_c1024_fold0,99,hyb_rqbeam,400,999.835,999.835,21.06,15.4714,3.9333700563257454,21,27,34,21.06,15.4714,3.9333700563257454,21,27,34,7.4922249999999995,6.4922249999999995,7490.8625,6491.0275,6415.435,458.995,6874.43,13365.4575,5545.05,2397.075,7997.625,125.0371203951173
1000,0,lt_m2_c1024_fold25,0,default,400,999.835,999.835,22.38,17.9706,4.23917444793205,22,30,34,22.38,17.9706,4.23917444793205,22,30,34,7.564499999999999,6.564499999999999,7563.495,6563.66,6353.7025,518.835,6872.5375,13436.1975,5851.925,183.125,6064.725,164.88793803511288
1000,0,lt_m2_c1024_fold25,7,random_tie,400,999.835,999.835,22.4,17.98,4.240283009422838,22,30,34,22.4,17.98,4.240283009422838,22,30,34,7.564499999999999,6.564499999999999,7563.495,6563.66,6353.4275,519.74,6873.1675,13436.8275,6719.75,266.45,7031.4,142.2191882128737
1000,0,lt_m2_c1024_fold25,10,raptorq_d2cc,400,999.835,999.835,21.08,17.3836,4.169364459962694,21,28,32,21.08,17.3836,4.169364459962694,21,28,32,7.564499999999999,6.564499999999999,7563.495,6563.66,6496.16,461.75,6957.91,13521.57,6768.55,562.025,7385.925,135.3926556253956
1000,0,lt_m2_c1024_fold25,18,rqd2_default,400,999.835,999.835,21.08,17.3836,4.169364459962694,21,28,32,21.08,17.3836,4.169364459962694,21,28,32,7.564499999999999,6.564499999999999,7563.495,6563.66,6370.9925,461.75,6832.7425,13396.4025,5575.0,427.05,6053.8,165.1855033202286
1000,0,lt_m2_c1024_fold25,19,rqd2_minfill,400,999.835,999.835,21.08,17.3836,4.169364459962694,21,28,32,21.08,17.3836,4.169364459962694,21,28,32,7.564499999999999,6.564499999999999,7563.495,6563.66,6472.8825,461.75,6934.6325,13498.2925,5078.275,5840.775,10931.4,91.47959090326948
1000,0,lt_m2_c1024_fold25,29,top16_lowref,400,999.835,999.835,24.9375,22.05359375,4.69612539760173,25,34,36,24.9375,22.05359375,4.69612539760173,25,34,36,7.564499999999999,6.564499999999999,7563.495,6563.66,6414.365,643.9325,7058.2975,13621.9575,5614.875,300.25,5942.4,168.28217555196554
1000,0,lt_m2_c1024_fold25,40,rqcc_lowref,400,999.835,999.835,21.105,17.473975,4.180188392883746,21,28,32,21.105,17.473975,4.180188392883746,21,28,32,7.564499999999999,6.564499999999999,7563.495,6563.66,6496.1275,462.895,6959.0225,13522.682499999999,5635.2,496.45,6163.475,162.24613549986006
