# source=/tmp/lookahead_cost/lookahead_exact_controls_N1000_6400_t20_j10.csv
# command=peel_sweep --N 1000,6400 --N-jitter 10 --structures lt_m2_c16,lt_m1_c64,rs_c001_d50_c128,lt_m2_c3200,wirehair_rand --methods 18,40,119,120,123,124 --trials 20 --overhead 0 --threads 128 --pdf
# note=small exact-copy one-step scoring control; omitted at N=32000 because smoke testing showed multi-second trials
# xor_calibration_us_per_xor_1280=0.022577343
# xor_calibration_us_per_xor_100kib=4.309740442
# xor_calibration_us_per_xor_1mib=45.927485992
method_id,method,cost,structure,N,N_jitter,actual_N_mu,actual_N_min,actual_N_max,matrix_rows_mu,matrix_rows_min,matrix_rows_max,matrix_refs_mu,row_refs_mu,row_xors_mu,matrix_xors_mu,overhead,overhead_pct,source,trials,cols_mu,cols_sd,c50,c95,c99,cmax,rows_mu,rows_sd,r50,r95,r99,rmax,comp_mu,maxcomp_mu,sumsq_mu,init_todo_mu,init_d2_mu,choices_mu,solve_sparse_xors_mu,solve_dense_xors_est_mu,solve_total_xors_est_mu,build_us,greedy_us,total_us,cols_pdf,rows_pdf,greedy_xor_eq_1280,solve_plus_greedy_xors_1280,matrix_solve_plus_greedy_xors_1280,greedy_xor_eq_100kib,solve_plus_greedy_xors_100kib,matrix_solve_plus_greedy_xors_100kib,greedy_xor_eq_1mib,solve_plus_greedy_xors_1mib,matrix_solve_plus_greedy_xors_1mib
18,rqd2_default,O(rows*degree + cols) largest degree-2 component/default tie,lt_m1_c64,6400,10,6399.00,6390,6409,6399.00,6390,6409,30715.45,4.8000,3.8000,24316.45,0,0,random-paired,20,90.70,13.80,89,113,118,118,90.70,13.80,89,113,118,118,90.65,1.05,90.80,6349.30,3218.45,90.70,24173.55,8416.80,32590.35,2701.2,1565.8,4359.0,63:0.050;71:0.050;77:0.050;79:0.050;80:0.050;82:0.100;86:0.050;88:0.050;89:0.100;94:0.050;96:0.150;101:0.050;102:0.050;112:0.050;113:0.050;118:0.050,63:0.050;71:0.050;77:0.050;79:0.050;80:0.050;82:0.100;86:0.050;88:0.050;89:0.100;94:0.050;96:0.150;101:0.050;102:0.050;112:0.050;113:0.050;118:0.050,69352.7135,101943.0635,126259.5135,363.3165,32953.6665,57270.1165,34.0929,32624.4429,56940.8929
40,rqcc_lowref,O(rows*degree + cols) largest degree-2 component + low refs,lt_m1_c64,6400,10,6399.00,6390,6409,6399.00,6390,6409,30715.45,4.8000,3.8000,24316.45,0,0,random-paired,20,90.70,13.80,89,113,118,118,90.70,13.80,89,113,118,118,90.70,1.00,90.70,6349.30,3218.45,90.70,24272.75,8416.80,32689.55,2637.8,1532.7,4285.1,63:0.050;71:0.050;77:0.050;79:0.050;80:0.050;82:0.100;86:0.050;88:0.050;89:0.100;94:0.050;96:0.150;101:0.050;102:0.050;112:0.050;113:0.050;118:0.050,63:0.050;71:0.050;77:0.050;79:0.050;80:0.050;82:0.100;86:0.050;88:0.050;89:0.100;94:0.050;96:0.150;101:0.050;102:0.050;112:0.050;113:0.050;118:0.050,67886.6419,100576.1919,124892.6419,355.6363,33045.1863,57361.6363,33.3722,32722.9222,57039.3722
119,av_top16,O(cols + 16*local-avalanche) top16/default + local cascade estimate,lt_m1_c64,6400,10,6399.00,6390,6409,6399.00,6390,6409,30715.45,4.8000,3.8000,24316.45,0,0,random-paired,20,90.25,13.70,90,113,118,118,90.25,13.70,90,113,118,118,90.25,1.00,90.25,6349.30,3218.45,90.25,24187.80,8332.75,32520.55,2624.8,9758.3,12477.0,63:0.050;70:0.050;77:0.050;79:0.050;80:0.050;81:0.050;82:0.050;85:0.050;88:0.050;89:0.050;90:0.050;94:0.050;95:0.100;96:0.050;99:0.100;112:0.050;113:0.050;118:0.050,63:0.050;70:0.050;77:0.050;79:0.050;80:0.050;81:0.050;82:0.050;85:0.050;88:0.050;89:0.050;90:0.050;94:0.050;95:0.100;96:0.050;99:0.100;112:0.050;113:0.050;118:0.050,432216.4924,464737.0424,489053.4924,2264.2431,34784.7931,59101.2431,212.4719,32733.0219,57049.4719
120,av_top64,O(cols + 64*local-avalanche) top64/default + local cascade estimate,lt_m1_c64,6400,10,6399.00,6390,6409,6399.00,6390,6409,30715.45,4.8000,3.8000,24316.45,0,0,random-paired,20,90.00,13.73,88,113,118,118,90.00,13.73,88,113,118,118,90.00,1.00,90.00,6349.30,3218.45,90.00,24191.35,8288.50,32479.85,2694.6,23040.2,25827.4,63:0.050;70:0.050;77:0.050;79:0.050;80:0.100;82:0.050;85:0.050;88:0.150;94:0.050;95:0.150;99:0.100;112:0.050;113:0.050;118:0.050,63:0.050;70:0.050;77:0.050;79:0.050;80:0.100;82:0.050;85:0.050;88:0.150;94:0.050;95:0.150;99:0.100;112:0.050;113:0.050;118:0.050,1020500.9509,1052980.8009,1077297.2509,5346.0760,37825.9260,62142.3760,501.6647,32981.5147,57297.9647
123,sim1_top16,O(cols + 16*copy) top16/default + exact one-step score,lt_m1_c64,6400,10,6399.00,6390,6409,6399.00,6390,6409,30715.45,4.8000,3.8000,24316.45,0,0,random-paired,20,90.25,13.70,90,113,118,118,90.25,13.70,90,113,118,118,90.25,1.00,90.25,6349.30,3218.45,90.25,24176.60,8332.75,32509.35,2764.4,510334.0,513205.2,63:0.050;70:0.050;77:0.050;79:0.050;80:0.050;81:0.050;82:0.050;85:0.050;88:0.050;89:0.050;90:0.050;94:0.050;95:0.100;96:0.050;99:0.100;112:0.050;113:0.050;118:0.050,63:0.050;70:0.050;77:0.050;79:0.050;80:0.050;81:0.050;82:0.050;85:0.050;88:0.050;89:0.050;90:0.050;94:0.050;95:0.100;96:0.050;99:0.100;112:0.050;113:0.050;118:0.050,22603811.2634,22636320.6134,22660637.0634,118414.0917,150923.4417,175239.8917,11111.7338,43621.0838,67937.5338
124,sim1_rqcc16,"O(rows*degree + cols + min(16,cc)*copy) degree-2 CC + exact one-step score",lt_m1_c64,6400,10,6399.00,6390,6409,6399.00,6390,6409,30715.45,4.8000,3.8000,24316.45,0,0,random-paired,20,90.70,13.80,89,113,118,118,90.70,13.80,89,113,118,118,90.65,1.05,90.80,6349.30,3218.45,90.70,24173.55,8416.80,32590.35,2758.9,378497.2,381353.0,63:0.050;71:0.050;77:0.050;79:0.050;80:0.050;82:0.100;86:0.050;88:0.050;89:0.100;94:0.050;96:0.150;101:0.050;102:0.050;112:0.050;113:0.050;118:0.050,63:0.050;71:0.050;77:0.050;79:0.050;80:0.050;82:0.100;86:0.050;88:0.050;89:0.100;94:0.050;96:0.150;101:0.050;102:0.050;112:0.050;113:0.050;118:0.050,16764470.4694,16797060.8194,16821377.2694,87823.6648,120414.0148,144730.4648,8241.1913,40831.5413,65147.9913
18,rqd2_default,O(rows*degree + cols) largest degree-2 component/default tie,lt_m2_c16,6400,10,6399.00,6390,6409,6399.00,6390,6409,22655.30,3.5404,2.5404,16256.30,0,0,random-paired,20,273.05,15.50,272,300,302,302,273.05,15.50,272,300,302,302,273.05,1.00,273.05,6399.00,3415.05,273.05,16087.20,74796.55,90883.75,3260.9,1978.3,5486.9,239:0.050;256:0.050;260:0.050;261:0.150;266:0.050;267:0.100;268:0.050;272:0.050;275:0.050;276:0.050;278:0.050;280:0.050;288:0.050;290:0.050;294:0.050;300:0.050;302:0.050,239:0.050;256:0.050;260:0.050;261:0.150;266:0.050;267:0.100;268:0.050;272:0.050;275:0.050;276:0.050;278:0.050;280:0.050;288:0.050;290:0.050;294:0.050;300:0.050;302:0.050,87623.2425,178506.9925,194763.2925,459.0300,91342.7800,107599.0800,43.0744,90926.8244,107183.1244
40,rqcc_lowref,O(rows*degree + cols) largest degree-2 component + low refs,lt_m2_c16,6400,10,6399.00,6390,6409,6399.00,6390,6409,22655.30,3.5404,2.5404,16256.30,0,0,random-paired,20,273.05,15.50,272,300,302,302,273.05,15.50,272,300,302,302,273.05,1.00,273.05,6399.00,3415.05,273.05,16164.15,74796.55,90960.70,1756.8,1482.0,3318.3,239:0.050;256:0.050;260:0.050;261:0.150;266:0.050;267:0.100;268:0.050;272:0.050;275:0.050;276:0.050;278:0.050;280:0.050;288:0.050;290:0.050;294:0.050;300:0.050;302:0.050,239:0.050;256:0.050;260:0.050;261:0.150;266:0.050;267:0.100;268:0.050;272:0.050;275:0.050;276:0.050;278:0.050;280:0.050;288:0.050;290:0.050;294:0.050;300:0.050;302:0.050,65641.0278,156601.7278,172858.0278,343.8722,91304.5722,107560.8722,32.2683,90992.9683,107249.2683
119,av_top16,O(cols + 16*local-avalanche) top16/default + local cascade estimate,lt_m2_c16,6400,10,6399.00,6390,6409,6399.00,6390,6409,22655.30,3.5404,2.5404,16256.30,0,0,random-paired,20,273.00,15.56,272,300,302,302,273.00,15.56,272,300,302,302,273.00,1.00,273.00,6399.00,3415.05,273.00,16097.65,74771.00,90868.65,1505.9,7102.1,8713.0,239:0.050;255:0.050;260:0.050;261:0.150;266:0.050;267:0.100;268:0.050;272:0.050;275:0.050;276:0.050;278:0.050;280:0.050;288:0.050;290:0.050;294:0.050;300:0.050;302:0.050,239:0.050;255:0.050;260:0.050;261:0.150;266:0.050;267:0.100;268:0.050;272:0.050;275:0.050;276:0.050;278:0.050;280:0.050;288:0.050;290:0.050;294:0.050;300:0.050;302:0.050,314567.5733,405436.2233,421692.5233,1647.9183,92516.5683,108772.8683,154.6372,91023.2872,107279.5872
120,av_top64,O(cols + 64*local-avalanche) top64/default + local cascade estimate,lt_m2_c16,6400,10,6399.00,6390,6409,6399.00,6390,6409,22655.30,3.5404,2.5404,16256.30,0,0,random-paired,20,272.95,15.46,272,300,301,301,272.95,15.46,272,300,301,301,272.95,1.00,272.95,6399.00,3415.05,272.95,16098.80,74740.85,90839.65,1584.2,19115.2,20803.0,239:0.050;255:0.050;260:0.050;261:0.150;266:0.050;267:0.100;268:0.050;272:0.050;275:0.050;276:0.050;278:0.050;280:0.050;288:0.050;290:0.050;294:0.050;300:0.050;301:0.050,239:0.050;255:0.050;260:0.050;261:0.150;266:0.050;267:0.100;268:0.050;272:0.050;275:0.050;276:0.050;278:0.050;280:0.050;288:0.050;290:0.050;294:0.050;300:0.050;301:0.050,846654.0992,937493.7492,953750.0492,4435.3483,95274.9983,111531.2983,416.2039,91255.8539,107512.1539
123,sim1_top16,O(cols + 16*copy) top16/default + exact one-step score,lt_m2_c16,6400,10,6399.00,6390,6409,6399.00,6390,6409,22655.30,3.5404,2.5404,16256.30,0,0,random-paired,20,273.00,15.56,272,300,302,302,273.00,15.56,272,300,302,302,273.00,1.00,273.00,6399.00,3415.05,273.00,16088.15,74771.00,90859.15,1618.0,1562724.1,1564413.1,239:0.050;255:0.050;260:0.050;261:0.150;266:0.050;267:0.100;268:0.050;272:0.050;275:0.050;276:0.050;278:0.050;280:0.050;288:0.050;290:0.050;294:0.050;300:0.050;302:0.050,239:0.050;255:0.050;260:0.050;261:0.150;266:0.050;267:0.100;268:0.050;272:0.050;275:0.050;276:0.050;278:0.050;280:0.050;288:0.050;290:0.050;294:0.050;300:0.050;302:0.050,69216475.1184,69307334.2684,69323590.5684,362602.8344,453461.9844,469718.2844,34025.9012,124885.0512,141141.3512
124,sim1_rqcc16,"O(rows*degree + cols + min(16,cc)*copy) degree-2 CC + exact one-step score",lt_m2_c16,6400,10,6399.00,6390,6409,6399.00,6390,6409,22655.30,3.5404,2.5404,16256.30,0,0,random-paired,20,273.05,15.50,272,300,302,302,273.05,15.50,272,300,302,302,273.05,1.00,273.05,6399.00,3415.05,273.05,16087.20,74796.55,90883.75,1695.0,1182897.1,1184674.8,239:0.050;256:0.050;260:0.050;261:0.150;266:0.050;267:0.100;268:0.050;272:0.050;275:0.050;276:0.050;278:0.050;280:0.050;288:0.050;290:0.050;294:0.050;300:0.050;302:0.050,239:0.050;256:0.050;260:0.050;261:0.150;266:0.050;267:0.100;268:0.050;272:0.050;275:0.050;276:0.050;278:0.050;280:0.050;288:0.050;290:0.050;294:0.050;300:0.050;302:0.050,52393104.8928,52483988.6428,52500244.9428,274470.6128,365354.3628,381610.6628,25755.7555,116639.5055,132895.8055
18,rqd2_default,O(rows*degree + cols) largest degree-2 component/default tie,lt_m2_c3200,6400,10,6399.00,6390,6409,6399.00,6390,6409,56051.00,8.7593,7.7593,49652.00,0,0,random-paired,20,47.55,5.31,46,55,59,59,47.55,5.31,46,55,59,59,32.75,14.65,401.35,6399.00,3213.25,47.55,49160.30,2289.15,51449.45,60026.6,2677.8,62767.4,40:0.050;41:0.050;42:0.100;43:0.050;44:0.100;45:0.150;46:0.050;47:0.050;50:0.100;52:0.050;53:0.100;55:0.100;59:0.050,40:0.050;41:0.050;42:0.100;43:0.050;44:0.100;45:0.150;46:0.050;47:0.050;50:0.100;52:0.050;53:0.100;55:0.100;59:0.050,118605.6304,170055.0804,219707.0804,621.3367,52070.7867,101722.7867,58.3050,51507.7550,101159.7550
40,rqcc_lowref,O(rows*degree + cols) largest degree-2 component + low refs,lt_m2_c3200,6400,10,6399.00,6390,6409,6399.00,6390,6409,56051.00,8.7593,7.7593,49652.00,0,0,random-paired,20,47.60,5.36,46,55,59,59,47.60,5.36,46,55,59,59,42.45,5.00,97.00,6399.00,3213.25,47.60,49517.20,2294.50,51811.70,59927.3,2765.7,62804.1,40:0.050;41:0.050;42:0.100;43:0.050;44:0.100;45:0.150;46:0.050;47:0.050;50:0.100;52:0.050;53:0.050;54:0.050;55:0.100;59:0.050,40:0.050;41:0.050;42:0.100;43:0.050;44:0.100;45:0.150;46:0.050;47:0.050;50:0.100;52:0.050;53:0.050;54:0.050;55:0.100;59:0.050,122498.9141,174310.6141,223962.6141,641.7324,52453.4324,102105.4324,60.2188,51871.9188,101523.9188
119,av_top16,O(cols + 16*local-avalanche) top16/default + local cascade estimate,lt_m2_c3200,6400,10,6399.00,6390,6409,6399.00,6390,6409,56051.00,8.7593,7.7593,49652.00,0,0,random-paired,20,44.40,5.32,44,52,55,55,44.40,5.32,44,52,55,55,32.35,11.75,273.40,6399.00,3213.25,44.40,49234.05,1999.70,51233.75,59555.6,71523.4,131185.8,37:0.100;38:0.050;39:0.050;40:0.050;41:0.200;44:0.100;45:0.100;47:0.050;49:0.100;51:0.050;52:0.100;55:0.050,37:0.100;38:0.050;39:0.050;40:0.050;41:0.200;44:0.100;45:0.100;47:0.050;49:0.100;51:0.050;52:0.100;55:0.050,3167928.1304,3219161.8804,3268813.8804,16595.7558,67829.5058,117481.5058,1557.3115,52791.0615,102443.0615
120,av_top64,O(cols + 64*local-avalanche) top64/default + local cascade estimate,lt_m2_c3200,6400,10,6399.00,6390,6409,6399.00,6390,6409,56051.00,8.7593,7.7593,49652.00,0,0,random-paired,20,43.65,5.40,44,52,55,55,43.65,5.40,44,52,55,55,33.05,10.20,229.65,6399.00,3213.25,43.65,49258.10,1934.45,51192.55,59487.8,92007.6,151612.0,37:0.100;38:0.100;39:0.050;40:0.150;41:0.100;44:0.200;48:0.050;49:0.050;51:0.100;52:0.050;55:0.050,37:0.100;38:0.100;39:0.050;40:0.150;41:0.100;44:0.200;48:0.050;49:0.050;51:0.100;52:0.050;55:0.050,4075218.2398,4126410.7898,4176062.7898,21348.7567,72541.3067,122193.3067,2003.3232,53195.8732,102847.8732
123,sim1_top16,O(cols + 16*copy) top16/default + exact one-step score,lt_m2_c3200,6400,10,6399.00,6390,6409,6399.00,6390,6409,56051.00,8.7593,7.7593,49652.00,0,0,random-paired,20,44.30,5.36,44,52,55,55,44.30,5.36,44,52,55,55,30.40,13.20,328.80,6399.00,3213.25,44.30,49195.40,1991.20,51186.60,59675.4,329809.5,389578.7,37:0.100;38:0.100;40:0.050;41:0.200;44:0.100;45:0.100;46:0.050;49:0.100;51:0.050;52:0.100;55:0.050,37:0.100;38:0.100;40:0.050;41:0.200;44:0.100;45:0.100;46:0.050;49:0.100;51:0.050;52:0.100;55:0.050,14607985.5367,14659172.1367,14708824.1367,76526.5344,127713.1344,177365.1344,7181.0920,58367.6920,108019.6920
124,sim1_rqcc16,"O(rows*degree + cols + min(16,cc)*copy) degree-2 CC + exact one-step score",lt_m2_c3200,6400,10,6399.00,6390,6409,6399.00,6390,6409,56051.00,8.7593,7.7593,49652.00,0,0,random-paired,20,47.55,5.31,46,55,59,59,47.55,5.31,46,55,59,59,32.75,14.65,401.35,6399.00,3213.25,47.55,49160.20,2289.15,51449.35,60311.0,313786.8,374210.0,40:0.050;41:0.050;42:0.100;43:0.050;44:0.100;45:0.150;46:0.050;47:0.050;50:0.100;52:0.050;53:0.100;55:0.100;59:0.050,40:0.050;41:0.050;42:0.100;43:0.050;44:0.100;45:0.150;46:0.050;47:0.050;50:0.100;52:0.050;53:0.100;55:0.100;59:0.050,13898305.0397,13949754.3897,13999406.3897,72808.7467,124258.0967,173910.0967,6832.2224,58281.5724,107933.5724
18,rqd2_default,O(rows*degree + cols) largest degree-2 component/default tie,rs_c001_d50_c128,6400,10,6399.00,6390,6409,6399.00,6390,6409,35882.60,5.6076,4.6076,29483.60,0,0,random-paired,20,63.60,9.29,65,81,86,86,63.60,9.29,65,81,86,86,62.95,1.50,65.30,5406.70,2717.40,63.60,29218.25,4131.30,33349.55,8255.0,2302.8,10662.1,50:0.050;54:0.100;56:0.200;59:0.100;61:0.050;65:0.200;67:0.050;69:0.050;72:0.050;76:0.050;81:0.050;86:0.050,50:0.050;54:0.100;56:0.200;59:0.100;61:0.050;65:0.200;67:0.050;69:0.050;72:0.050;76:0.050;81:0.050;86:0.050,101996.0586,135345.6086,164829.2086,534.3245,33883.8745,63367.4745,50.1399,33399.6899,62883.2899
40,rqcc_lowref,O(rows*degree + cols) largest degree-2 component + low refs,rs_c001_d50_c128,6400,10,6399.00,6390,6409,6399.00,6390,6409,35882.60,5.6076,4.6076,29483.60,0,0,random-paired,20,63.60,9.29,65,81,86,86,63.60,9.29,65,81,86,86,63.55,1.05,63.70,5406.70,2717.40,63.60,29433.55,4131.30,33564.85,8088.0,2311.3,10526.9,50:0.050;54:0.100;56:0.200;59:0.100;61:0.050;65:0.200;67:0.050;69:0.050;72:0.050;76:0.050;81:0.050;86:0.050,50:0.050;54:0.100;56:0.200;59:0.100;61:0.050;65:0.200;67:0.050;69:0.050;72:0.050;76:0.050;81:0.050;86:0.050,102372.5422,135937.3922,165420.9922,536.2968,34101.1468,63584.7468,50.3250,33615.1750,63098.7750
119,av_top16,O(cols + 16*local-avalanche) top16/default + local cascade estimate,rs_c001_d50_c128,6400,10,6399.00,6390,6409,6399.00,6390,6409,35882.60,5.6076,4.6076,29483.60,0,0,random-paired,20,61.90,9.39,60,78,86,86,61.90,9.39,60,78,86,86,61.65,1.15,62.40,5406.70,2717.40,61.90,29249.25,3919.80,33169.05,8064.1,10886.1,19049.0,50:0.050;51:0.050;54:0.100;55:0.050;56:0.150;58:0.050;59:0.050;60:0.100;61:0.050;62:0.050;65:0.050;69:0.050;73:0.050;75:0.050;78:0.050;86:0.050,50:0.050;51:0.050;54:0.100;55:0.050;56:0.150;58:0.050;59:0.050;60:0.100;61:0.050;62:0.050;65:0.050;69:0.050;73:0.050;75:0.050;78:0.050;86:0.050,482169.2260,515338.2760,544821.8760,2525.9294,35694.9794,65178.5794,237.0280,33406.0780,62889.6780
120,av_top64,O(cols + 64*local-avalanche) top64/default + local cascade estimate,rs_c001_d50_c128,6400,10,6399.00,6390,6409,6399.00,6390,6409,35882.60,5.6076,4.6076,29483.60,0,0,random-paired,20,61.20,9.08,60,76,84,84,61.20,9.08,60,76,84,84,60.85,1.25,62.00,5406.70,2717.40,61.20,29270.80,3827.80,33098.60,8092.6,23538.8,31733.0,50:0.100;53:0.100;54:0.100;56:0.100;58:0.100;60:0.100;62:0.100;64:0.050;68:0.050;71:0.050;75:0.050;76:0.050;84:0.050,50:0.100;53:0.100;54:0.100;56:0.100;58:0.100;60:0.100;62:0.100;64:0.050;68:0.050;71:0.050;75:0.050;76:0.050;84:0.050,1042585.0376,1075683.6376,1105167.2376,5461.7674,38560.3674,68043.9674,512.5210,33611.1210,63094.7210
123,sim1_top16,O(cols + 16*copy) top16/default + exact one-step score,rs_c001_d50_c128,6400,10,6399.00,6390,6409,6399.00,6390,6409,35882.60,5.6076,4.6076,29483.60,0,0,random-paired,20,61.85,9.26,60,78,85,85,61.85,9.26,60,78,85,85,61.45,1.35,62.75,5406.70,2717.40,61.85,29230.85,3911.25,33142.10,8122.9,369478.0,377712.0,50:0.050;51:0.050;54:0.100;55:0.050;56:0.150;58:0.050;59:0.050;60:0.100;61:0.050;62:0.050;65:0.050;69:0.050;73:0.050;75:0.050;78:0.050;85:0.050,50:0.050;51:0.050;54:0.100;55:0.050;56:0.150;58:0.050;59:0.050;60:0.100;61:0.050;62:0.050;65:0.050;69:0.050;73:0.050;75:0.050;78:0.050;85:0.050,16364990.3357,16398132.4357,16427616.0357,85730.9170,118873.0170,148356.6170,8044.8122,41186.9122,70670.5122
124,sim1_rqcc16,"O(rows*degree + cols + min(16,cc)*copy) degree-2 CC + exact one-step score",rs_c001_d50_c128,6400,10,6399.00,6390,6409,6399.00,6390,6409,35882.60,5.6076,4.6076,29483.60,0,0,random-paired,20,63.60,9.29,65,81,86,86,63.60,9.29,65,81,86,86,62.95,1.50,65.30,5406.70,2717.40,63.60,29218.25,4131.30,33349.55,8166.1,320475.5,328744.5,50:0.050;54:0.100;56:0.200;59:0.100;61:0.050;65:0.200;67:0.050;69:0.050;72:0.050;76:0.050;81:0.050;86:0.050,50:0.050;54:0.100;56:0.200;59:0.100;61:0.050;65:0.200;67:0.050;69:0.050;72:0.050;76:0.050;81:0.050;86:0.050,14194562.2211,14227911.7711,14257395.3711,74360.7427,107710.2927,137193.8927,6977.8585,40327.4085,69811.0085
18,rqd2_default,O(rows*degree + cols) largest degree-2 component/default tie,wirehair_rand,6400,10,6399.00,6390,6409,6399.00,6390,6409,36674.20,5.7312,4.7312,30275.20,0,0,random-paired,20,65.30,10.45,66,80,85,85,65.30,10.45,66,80,85,85,63.65,1.80,69.70,6399.00,3207.75,65.30,29913.30,4373.20,34286.50,1756.0,3079.9,4941.6,47:0.050;49:0.050;51:0.050;54:0.050;56:0.050;57:0.050;60:0.050;63:0.050;64:0.050;66:0.100;67:0.050;71:0.100;72:0.050;73:0.050;75:0.050;79:0.050;80:0.050;85:0.050,47:0.050;49:0.050;51:0.050;54:0.050;56:0.050;57:0.050;60:0.050;63:0.050;64:0.050;66:0.100;67:0.050;71:0.100;72:0.050;73:0.050;75:0.050;79:0.050;80:0.050;85:0.050,136415.5206,170702.0206,200977.2206,714.6370,35001.1370,65276.3370,67.0601,34353.5601,64628.7601
40,rqcc_lowref,O(rows*degree + cols) largest degree-2 component + low refs,wirehair_rand,6400,10,6399.00,6390,6409,6399.00,6390,6409,36674.20,5.7312,4.7312,30275.20,0,0,random-paired,20,65.30,10.45,66,80,85,85,65.30,10.45,66,80,85,85,65.30,1.00,65.30,6399.00,3207.75,65.30,30207.85,4373.20,34581.05,1685.5,3153.2,4960.0,47:0.050;49:0.050;51:0.050;54:0.050;56:0.050;57:0.050;60:0.050;63:0.050;64:0.050;66:0.100;67:0.050;71:0.100;72:0.050;73:0.050;75:0.050;79:0.050;80:0.050;85:0.050,47:0.050;49:0.050;51:0.050;54:0.050;56:0.050;57:0.050;60:0.050;63:0.050;64:0.050;66:0.100;67:0.050;71:0.100;72:0.050;73:0.050;75:0.050;79:0.050;80:0.050;85:0.050,139662.1383,174243.1883,204518.3883,731.6450,35312.6950,65587.8950,68.6561,34649.7061,64924.9061
119,av_top16,O(cols + 16*local-avalanche) top16/default + local cascade estimate,wirehair_rand,6400,10,6399.00,6390,6409,6399.00,6390,6409,36674.20,5.7312,4.7312,30275.20,0,0,random-paired,20,63.50,10.45,64,78,85,85,63.50,10.45,64,78,85,85,62.65,1.60,65.30,6399.00,3207.75,63.50,29959.20,4141.50,34100.70,1710.0,12397.3,14204.5,44:0.050;48:0.050;50:0.050;52:0.050;56:0.100;59:0.050;61:0.050;62:0.050;63:0.050;64:0.100;68:0.050;69:0.050;70:0.100;73:0.050;78:0.100;85:0.050,44:0.050;48:0.050;50:0.050;52:0.050;56:0.100;59:0.050;61:0.050;62:0.050;63:0.050;64:0.100;68:0.050;69:0.050;70:0.100;73:0.050;78:0.100;85:0.050,549103.5858,583204.2858,613479.4858,2876.5769,36977.2769,67252.4769,269.9320,34370.6320,64645.8320
120,av_top64,O(cols + 64*local-avalanche) top64/default + local cascade estimate,wirehair_rand,6400,10,6399.00,6390,6409,6399.00,6390,6409,36674.20,5.7312,4.7312,30275.20,0,0,random-paired,20,62.45,10.03,63,78,81,81,62.45,10.03,63,78,81,81,61.65,1.50,64.15,6399.00,3207.75,62.45,29986.40,4000.55,33986.95,1711.0,24816.8,26627.4,44:0.050;46:0.050;50:0.050;52:0.050;54:0.050;55:0.050;59:0.050;60:0.050;62:0.100;63:0.050;64:0.050;66:0.050;67:0.050;68:0.050;69:0.050;73:0.050;76:0.050;78:0.050;81:0.050,44:0.050;46:0.050;50:0.050;52:0.050;54:0.050;55:0.050;59:0.050;60:0.050;62:0.100;63:0.050;64:0.050;66:0.050;67:0.050;68:0.050;69:0.050;73:0.050;76:0.050;78:0.050;81:0.050,1099190.4583,1133177.4083,1163452.6083,5758.3050,39745.2550,70020.4550,540.3475,34527.2975,64802.4975
123,sim1_top16,O(cols + 16*copy) top16/default + exact one-step score,wirehair_rand,6400,10,6399.00,6390,6409,6399.00,6390,6409,36674.20,5.7312,4.7312,30275.20,0,0,random-paired,20,63.55,10.64,64,78,87,87,63.55,10.64,64,78,87,87,62.10,1.70,66.95,6399.00,3207.75,63.55,29929.20,4151.75,34080.95,1801.4,396490.2,398397.2,44:0.050;48:0.050;50:0.050;52:0.050;56:0.100;59:0.050;61:0.050;62:0.050;63:0.050;64:0.100;68:0.050;69:0.100;70:0.050;73:0.050;78:0.100;87:0.050,44:0.050;48:0.050;50:0.050;52:0.050;56:0.100;59:0.050;61:0.050;62:0.050;63:0.050;64:0.100;68:0.050;69:0.100;70:0.050;73:0.050;78:0.100;87:0.050,17561419.8712,17595500.8212,17625776.0212,91998.6262,126079.5762,156354.7762,8632.9611,42713.9111,72989.1111
124,sim1_rqcc16,"O(rows*degree + cols + min(16,cc)*copy) degree-2 CC + exact one-step score",wirehair_rand,6400,10,6399.00,6390,6409,6399.00,6390,6409,36674.20,5.7312,4.7312,30275.20,0,0,random-paired,20,65.30,10.45,66,80,85,85,65.30,10.45,66,80,85,85,63.65,1.80,69.70,6399.00,3207.75,65.30,29913.30,4373.20,34286.50,1850.0,370012.3,371953.7,47:0.050;49:0.050;51:0.050;54:0.050;56:0.050;57:0.050;60:0.050;63:0.050;64:0.050;66:0.100;67:0.050;71:0.100;72:0.050;73:0.050;75:0.050;79:0.050;80:0.050;85:0.050,47:0.050;49:0.050;51:0.050;54:0.050;56:0.050;57:0.050;60:0.050;63:0.050;64:0.050;66:0.100;67:0.050;71:0.100;72:0.050;73:0.050;75:0.050;79:0.050;80:0.050;85:0.050,16388655.6536,16422942.1536,16453217.3536,85854.8920,120141.3920,150416.5920,8056.4458,42342.9458,72618.1458
