# dispatch_profile: name=v1 bands=1 band0=k[2,64000]:mixed-p244-frozen-10x2-d4
# precodefail: trials=1 threads=1 loss=0.10000000000000001 seed=0x2b completion=mixed mixed_period=244 mixed_gf256_rows=10 mixed_gf16_rows=2 mixed_geometry=frozen mixed_residue_skew=0 mixed_residue_schedule=constant mixed_residue_hash_seed=0x0 mixed_residue_hash_keyed=0 mixed_independent_extension_residues=0 mixed_grouped_gf256_rows=0 mixed_grouped_gf256_row_mask=0x0 mixed_grouped_gf256_hash_seed=0x0 mixed_grouped_final_h_a_columns=0 mixed_residue_buckets_requested=auto mixed_extension_residue_seed_xor=0x4e source_hits_override=0 packet_peel_seed_xor=0x0 packet_peel_seed_table=none binary_dense_rows_override=4 binary_dense_two_anchor=0 binary_dense_two_anchor_phase=0 binary_dense_segmented_anchors=none gf256_heavy_rows_override=0 odd_packet_peel_seed_xor=0x0 packet_row_seed_multiplier=0x1 packet_row_seed_avalanche=0 seed_block_bytes_override=0 overhead_stream=paired full_payload_solve=0 schedule=iid
# untuned: construction_seed_explicit=1 construction_seed=0xb4c3451ebc64eb35 construction_attempts=1 overhead_early_stop=1 encode_timing_reps=0 overhead_ladder_pct=0 overhead_ladder_min=0
N,bb,heavy_family,mix_count,overhead,trials,success,rank_fail,error,fail_rate,inact_mu,inact_max,binary_def_mu,binary_def_max,heavy_gain_mu,heavy_gain_min,heavy_shortfall,solve_ms_mu,build_ms_mu,peel_ms_mu,project_ms_mu,residual_ms_mu,backsub_ms_mu,seed_attempt,block_xors_mu,block_muladds_mu,first_rank_fail,binary_def_hist,heavy_gain_hist,failure_trials,active_packet_peel_seed_xor,mixed_joint_source_xors_mu,mixed_joint_marginal_xors_mu,mixed_joint_marginal_copies_mu,mixed_joint_active_deltas_mu,mixed_joint_scratch_bytes_mu,mixed_dual_source_columns_mu
518,2,periodic,3,0,1,1,0,0,0.00000000,59.000,59,12.000,12,12.000,12,0,0.363,0.030,0.110,0.046,0.158,0.019,0,9629.000,3631.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
519,2,periodic,3,0,1,1,0,0,0.00000000,62.000,62,12.000,12,12.000,12,0,0.408,0.028,0.111,0.044,0.205,0.020,0,9831.000,3670.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
520,2,periodic,3,0,1,1,0,0,0.00000000,60.000,60,12.000,12,12.000,12,0,0.191,0.016,0.061,0.025,0.078,0.010,0,9658.000,3642.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
521,2,periodic,3,0,1,1,0,0,0.00000000,61.000,61,12.000,12,12.000,12,0,0.210,0.016,0.064,0.026,0.094,0.011,0,9752.000,3652.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
522,2,periodic,3,0,1,1,0,0,0.00000000,61.000,61,12.000,12,12.000,12,0,0.197,0.017,0.065,0.025,0.080,0.010,0,9808.000,3655.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
523,2,periodic,3,0,1,1,0,0,0.00000000,61.000,61,12.000,12,12.000,12,0,0.194,0.015,0.062,0.029,0.078,0.010,0,9871.000,3651.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
524,2,periodic,3,0,1,1,0,0,0.00000000,57.000,57,12.000,12,12.000,12,0,0.363,0.036,0.121,0.049,0.137,0.021,0,10041.000,3608.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
525,2,periodic,3,0,1,1,0,0,0.00000000,66.000,66,12.000,12,12.000,12,0,0.380,0.032,0.114,0.053,0.161,0.021,0,10597.000,3714.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
526,2,periodic,3,0,1,1,0,0,0.00000000,68.000,68,12.000,12,12.000,12,0,0.207,0.017,0.062,0.026,0.090,0.011,0,10287.000,3740.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
527,2,periodic,3,0,1,1,0,0,0.00000000,56.000,56,12.000,12,12.000,12,0,0.191,0.017,0.062,0.026,0.074,0.011,0,9807.000,3593.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
528,2,periodic,3,0,1,1,0,0,0.00000000,62.000,62,12.000,12,12.000,12,0,0.360,0.029,0.116,0.048,0.148,0.020,0,10107.000,3669.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
529,2,periodic,3,0,1,1,0,0,0.00000000,56.000,56,12.000,12,12.000,12,0,0.298,0.028,0.116,0.049,0.095,0.011,0,10121.000,3597.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
530,2,periodic,3,0,1,1,0,0,0.00000000,59.000,59,12.000,12,12.000,12,0,0.349,0.029,0.110,0.046,0.143,0.020,0,9853.000,3634.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
531,2,periodic,3,0,1,1,0,0,0.00000000,62.000,62,12.000,12,12.000,12,0,0.368,0.029,0.115,0.048,0.156,0.020,0,9840.000,3667.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
532,2,periodic,3,0,1,1,0,0,0.00000000,64.000,64,12.000,12,12.000,12,0,0.245,0.025,0.075,0.033,0.099,0.012,0,10465.000,3694.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
533,2,periodic,3,0,1,1,0,0,0.00000000,56.000,56,12.000,12,12.000,12,0,0.186,0.016,0.062,0.026,0.072,0.011,0,9995.000,3593.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
534,2,periodic,3,0,1,1,0,0,0.00000000,55.000,55,12.000,12,12.000,12,0,0.184,0.016,0.061,0.026,0.070,0.011,0,10168.000,3584.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
535,2,periodic,3,0,1,1,0,0,0.00000000,60.000,60,12.000,12,12.000,12,0,0.203,0.016,0.075,0.026,0.075,0.011,0,10338.000,3646.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
536,2,periodic,3,0,1,1,0,0,0.00000000,66.000,66,12.000,12,12.000,12,0,0.210,0.016,0.069,0.026,0.088,0.011,0,10046.000,3714.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
537,2,periodic,3,0,1,1,0,0,0.00000000,58.000,58,12.000,12,12.000,12,0,0.190,0.017,0.062,0.025,0.075,0.011,0,10033.000,3622.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
538,2,periodic,3,0,1,1,0,0,0.00000000,63.000,63,12.000,12,12.000,12,0,0.195,0.016,0.064,0.024,0.081,0.011,0,9910.000,3679.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
539,2,periodic,3,0,1,1,0,0,0.00000000,65.000,65,12.000,12,12.000,12,0,0.432,0.034,0.115,0.045,0.197,0.041,0,10175.000,3702.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
540,2,periodic,3,0,1,1,0,0,0.00000000,64.000,64,12.000,12,12.000,12,0,0.218,0.033,0.066,0.026,0.081,0.011,0,10320.000,3689.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
541,2,periodic,3,0,1,1,0,0,0.00000000,58.000,58,12.000,12,12.000,12,0,0.195,0.017,0.065,0.026,0.075,0.011,0,10252.000,3622.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
542,2,periodic,3,0,1,1,0,0,0.00000000,56.000,56,12.000,12,12.000,12,0,0.192,0.016,0.065,0.028,0.072,0.011,0,10329.000,3594.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
543,2,periodic,3,0,1,1,0,0,0.00000000,60.000,60,12.000,12,12.000,12,0,0.195,0.017,0.064,0.026,0.077,0.011,0,10344.000,3641.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
544,2,periodic,3,0,1,1,0,0,0.00000000,65.000,65,12.000,12,12.000,12,0,0.204,0.016,0.064,0.027,0.086,0.011,0,10281.000,3703.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
545,2,periodic,3,0,1,1,0,0,0.00000000,62.000,62,12.000,12,12.000,12,0,0.205,0.017,0.066,0.027,0.081,0.015,0,10381.000,3662.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
546,2,periodic,3,0,1,1,0,0,0.00000000,63.000,63,12.000,12,12.000,12,0,0.418,0.033,0.149,0.052,0.162,0.022,0,10275.000,3676.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
547,2,periodic,3,0,1,1,0,0,0.00000000,62.000,62,12.000,12,12.000,12,0,0.197,0.016,0.065,0.025,0.080,0.011,0,10140.000,3667.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
548,2,periodic,3,0,1,1,0,0,0.00000000,58.000,58,12.000,12,12.000,12,0,0.189,0.016,0.060,0.026,0.073,0.014,0,10145.000,3617.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
549,2,periodic,3,0,1,1,0,0,0.00000000,56.000,56,12.000,12,12.000,12,0,0.190,0.016,0.064,0.028,0.072,0.011,0,10337.000,3597.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
550,2,periodic,3,0,1,1,0,0,0.00000000,66.000,66,12.000,12,12.000,12,0,0.199,0.016,0.060,0.026,0.086,0.011,0,10527.000,3713.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
551,2,periodic,3,0,1,1,0,0,0.00000000,61.000,61,12.000,12,12.000,12,0,0.195,0.016,0.063,0.027,0.078,0.011,0,10513.000,3654.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
552,2,periodic,3,0,1,1,0,0,0.00000000,63.000,63,12.000,12,12.000,12,0,0.194,0.016,0.060,0.026,0.079,0.014,0,10478.000,3680.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
553,2,periodic,3,0,1,1,0,0,0.00000000,64.000,64,12.000,12,12.000,12,0,0.368,0.030,0.116,0.049,0.153,0.020,0,10452.000,3692.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
554,2,periodic,3,0,1,1,0,0,0.00000000,59.000,59,12.000,12,12.000,12,0,0.370,0.032,0.122,0.050,0.145,0.021,0,10292.000,3630.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
555,2,periodic,3,0,1,1,0,0,0.00000000,64.000,64,12.000,12,12.000,12,0,0.201,0.017,0.067,0.025,0.081,0.011,0,10434.000,3690.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
556,2,periodic,3,0,1,1,0,0,0.00000000,60.000,60,12.000,12,12.000,12,0,0.361,0.029,0.117,0.049,0.146,0.020,0,10198.000,3638.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
557,2,periodic,3,0,1,1,0,0,0.00000000,61.000,61,12.000,12,12.000,12,0,0.363,0.029,0.117,0.049,0.146,0.021,0,10360.000,3655.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
558,2,periodic,3,0,1,1,0,0,0.00000000,64.000,64,12.000,12,12.000,12,0,0.199,0.017,0.065,0.025,0.081,0.011,0,10530.000,3692.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
559,2,periodic,3,0,1,1,0,0,0.00000000,61.000,61,12.000,12,12.000,12,0,0.205,0.017,0.068,0.027,0.080,0.011,0,10487.000,3656.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
560,2,periodic,3,0,1,1,0,0,0.00000000,62.000,62,12.000,12,12.000,12,0,0.197,0.017,0.063,0.026,0.079,0.011,0,10420.000,3668.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
561,2,periodic,3,0,1,1,0,0,0.00000000,63.000,63,12.000,12,12.000,12,0,0.200,0.017,0.063,0.026,0.080,0.014,0,10492.000,3678.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
562,2,periodic,3,0,1,1,0,0,0.00000000,60.000,60,12.000,12,12.000,12,0,0.388,0.030,0.148,0.049,0.140,0.022,0,10770.000,3645.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
563,2,periodic,3,0,1,1,0,0,0.00000000,59.000,59,12.000,12,12.000,12,0,0.196,0.017,0.065,0.027,0.076,0.011,0,10303.000,3632.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
564,2,periodic,3,0,1,1,0,0,0.00000000,65.000,65,12.000,12,12.000,12,0,0.389,0.031,0.119,0.052,0.167,0.021,0,10744.000,3708.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
565,2,periodic,3,0,1,1,0,0,0.00000000,61.000,61,12.000,12,12.000,12,0,0.199,0.017,0.066,0.027,0.077,0.012,0,10971.000,3654.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
566,2,periodic,3,0,1,1,0,0,0.00000000,58.000,58,12.000,12,12.000,12,0,0.201,0.017,0.066,0.030,0.077,0.011,0,10735.000,3618.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
567,2,periodic,3,0,1,1,0,0,0.00000000,60.000,60,12.000,12,12.000,12,0,0.323,0.029,0.121,0.053,0.108,0.011,0,10674.000,3642.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
568,2,periodic,3,0,1,1,0,0,0.00000000,61.000,61,12.000,12,12.000,12,0,0.202,0.017,0.067,0.028,0.079,0.011,0,10606.000,3656.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
569,2,periodic,3,0,1,1,0,0,0.00000000,61.000,61,12.000,12,12.000,12,0,0.361,0.029,0.121,0.048,0.141,0.021,0,10550.000,3659.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
570,2,periodic,3,0,1,1,0,0,0.00000000,61.000,61,12.000,12,12.000,12,0,0.206,0.017,0.068,0.028,0.081,0.012,0,10632.000,3656.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
571,2,periodic,3,0,1,1,0,0,0.00000000,62.000,62,12.000,12,12.000,12,0,0.383,0.030,0.139,0.045,0.148,0.021,0,10598.000,3667.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
572,2,periodic,3,0,1,1,0,0,0.00000000,56.000,56,12.000,12,12.000,12,0,0.195,0.017,0.065,0.030,0.072,0.012,0,10717.000,3598.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
573,2,periodic,3,0,1,1,0,0,0.00000000,62.000,62,12.000,12,12.000,12,0,0.320,0.032,0.124,0.050,0.103,0.011,0,10745.000,3667.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
574,2,periodic,3,0,1,1,0,0,0.00000000,63.000,63,12.000,12,12.000,12,0,0.206,0.017,0.069,0.028,0.079,0.011,0,10934.000,3679.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
575,2,periodic,3,0,1,1,0,0,0.00000000,65.000,65,12.000,12,12.000,12,0,0.384,0.029,0.122,0.054,0.158,0.022,0,10897.000,3707.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
576,2,periodic,3,0,1,1,0,0,0.00000000,67.000,67,12.000,12,12.000,12,0,0.218,0.018,0.070,0.029,0.089,0.012,0,11000.000,3724.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
