# precodefail: trials=1 threads=1 loss=0 seed=0x1 completion=mixed mixed_period=244 mixed_gf256_rows=10 mixed_gf16_rows=2 mixed_geometry=frozen mixed_residue_skew=0 mixed_residue_schedule=constant mixed_residue_hash_seed=0x0 mixed_residue_hash_keyed=0 mixed_independent_extension_residues=0 mixed_grouped_gf256_rows=0 mixed_grouped_gf256_row_mask=0x0 mixed_grouped_gf256_hash_seed=0x0 mixed_grouped_final_h_a_columns=0 mixed_residue_buckets_requested=auto mixed_extension_residue_seed_xor=0x4e source_hits_override=0 packet_peel_seed_xor=0x0 packet_peel_seed_table=none binary_dense_rows_override=4 binary_dense_two_anchor=0 binary_dense_two_anchor_phase=0 binary_dense_segmented_anchors=none gf256_heavy_rows_override=0 odd_packet_peel_seed_xor=0x0 packet_row_seed_multiplier=0x1 packet_row_seed_avalanche=0 seed_block_bytes_override=0 overhead_stream=salted full_payload_solve=0 schedule=iid
# untuned: construction_seed_explicit=0 construction_seed=0x0 construction_attempts=0 overhead_early_stop=0 encode_timing_reps=9 overhead_ladder_pct=0 overhead_ladder_min=0
N,bb,heavy_family,mix_count,overhead,trials,success,rank_fail,error,fail_rate,inact_mu,inact_max,binary_def_mu,binary_def_max,heavy_gain_mu,heavy_gain_min,heavy_shortfall,solve_ms_mu,build_ms_mu,peel_ms_mu,project_ms_mu,residual_ms_mu,backsub_ms_mu,seed_attempt,block_xors_mu,block_muladds_mu,first_rank_fail,binary_def_hist,heavy_gain_hist,failure_trials,active_packet_peel_seed_xor,mixed_joint_source_xors_mu,mixed_joint_marginal_xors_mu,mixed_joint_marginal_copies_mu,mixed_joint_active_deltas_mu,mixed_joint_scratch_bytes_mu,mixed_dual_source_columns_mu
# encode_timing_phases,N=541,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10365,median_runtime_ns=30,median_solve_build_ns=11006,median_solve_peel_ns=33020,median_solve_project_ns=17036,median_solve_residual_ns=40060,median_solve_backsub_ns=8814
541,2,periodic,3,0,1,1,0,0,0.00000000,60.000,60,12.000,12,12.000,12,0,0.336,0.031,0.121,0.048,0.115,0.021,0,9852.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=542,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=123616,seconds_per_k_symbols=0.000123616,symbols_per_sec=4384545.69,median_init_ns=123586,median_symbols_ns=20,sink=0
# encode_timing_phases,N=542,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10746,median_runtime_ns=20,median_solve_build_ns=11156,median_solve_peel_ns=33571,median_solve_project_ns=16915,median_solve_residual_ns=42124,median_solve_backsub_ns=8603
542,2,periodic,3,0,1,1,0,0,0.00000000,62.000,62,12.000,12,12.000,12,0,0.353,0.031,0.122,0.049,0.131,0.020,0,9846.000,144.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=543,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=117326,seconds_per_k_symbols=0.000117326,symbols_per_sec=4628130.17,median_init_ns=117306,median_symbols_ns=20,sink=0
# encode_timing_phases,N=543,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10396,median_runtime_ns=30,median_solve_build_ns=11037,median_solve_peel_ns=31277,median_solve_project_ns=16995,median_solve_residual_ns=38368,median_solve_backsub_ns=8703
543,2,periodic,3,0,1,1,0,0,0.00000000,59.000,59,12.000,12,12.000,12,0,0.165,0.015,0.059,0.024,0.056,0.010,0,9519.000,144.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=544,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=122093,seconds_per_k_symbols=0.000122093,symbols_per_sec=4455619.9,median_init_ns=122073,median_symbols_ns=20,sink=0
# encode_timing_phases,N=544,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10796,median_runtime_ns=30,median_solve_build_ns=11247,median_solve_peel_ns=33270,median_solve_project_ns=17586,median_solve_residual_ns=39800,median_solve_backsub_ns=8893
544,2,periodic,3,0,1,1,0,0,0.00000000,59.000,59,12.000,12,12.000,12,0,0.337,0.031,0.120,0.053,0.112,0.021,0,9942.000,144.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=545,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=125618,seconds_per_k_symbols=0.000125618,symbols_per_sec=4338550.21,median_init_ns=125588,median_symbols_ns=20,sink=0
# encode_timing_phases,N=545,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10686,median_runtime_ns=30,median_solve_build_ns=11117,median_solve_peel_ns=34241,median_solve_project_ns=18618,median_solve_residual_ns=38528,median_solve_backsub_ns=8643
545,2,periodic,3,0,1,1,0,0,0.00000000,58.000,58,12.000,12,12.000,12,0,0.171,0.016,0.064,0.026,0.055,0.010,0,9597.000,140.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=546,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=134042,seconds_per_k_symbols=0.000134042,symbols_per_sec=4073350.14,median_init_ns=134022,median_symbols_ns=20,sink=0
# encode_timing_phases,N=546,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10897,median_runtime_ns=30,median_solve_build_ns=11678,median_solve_peel_ns=36565,median_solve_project_ns=18578,median_solve_residual_ns=47100,median_solve_backsub_ns=8793
546,2,periodic,3,0,1,1,0,0,0.00000000,65.000,65,12.000,12,12.000,12,0,0.370,0.040,0.126,0.052,0.131,0.021,0,10165.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=547,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=133631,seconds_per_k_symbols=0.000133631,symbols_per_sec=4093361.57,median_init_ns=133611,median_symbols_ns=20,sink=0
# encode_timing_phases,N=547,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10856,median_runtime_ns=30,median_solve_build_ns=11677,median_solve_peel_ns=38087,median_solve_project_ns=19540,median_solve_residual_ns=43956,median_solve_backsub_ns=9033
547,2,periodic,3,0,1,1,0,0,0.00000000,62.000,62,12.000,12,12.000,12,0,0.358,0.032,0.132,0.054,0.120,0.021,0,10318.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=548,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=138608,seconds_per_k_symbols=0.000138608,symbols_per_sec=3953595.75,median_init_ns=138578,median_symbols_ns=20,sink=0
# encode_timing_phases,N=548,heavy_family=periodic,mix_count=3,median_sysbuild_ns=11267,median_runtime_ns=40,median_solve_build_ns=12098,median_solve_peel_ns=37416,median_solve_project_ns=19079,median_solve_residual_ns=49114,median_solve_backsub_ns=9124
548,2,periodic,3,0,1,1,0,0,0.00000000,66.000,66,12.000,12,12.000,12,0,0.187,0.018,0.064,0.026,0.068,0.011,0,10750.000,144.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=549,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=136946,seconds_per_k_symbols=0.000136946,symbols_per_sec=4008879.41,median_init_ns=136926,median_symbols_ns=20,sink=0
# encode_timing_phases,N=549,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10866,median_runtime_ns=30,median_solve_build_ns=12098,median_solve_peel_ns=37216,median_solve_project_ns=18888,median_solve_residual_ns=48593,median_solve_backsub_ns=9274
549,2,periodic,3,0,1,1,0,0,0.00000000,66.000,66,12.000,12,12.000,12,0,0.210,0.033,0.072,0.027,0.067,0.011,0,10714.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=550,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=121422,seconds_per_k_symbols=0.000121422,symbols_per_sec=4529656.9,median_init_ns=121402,median_symbols_ns=20,sink=0
# encode_timing_phases,N=550,heavy_family=periodic,mix_count=3,median_sysbuild_ns=11066,median_runtime_ns=30,median_solve_build_ns=11487,median_solve_peel_ns=33931,median_solve_project_ns=18478,median_solve_residual_ns=36915,median_solve_backsub_ns=9034
550,2,periodic,3,0,1,1,0,0,0.00000000,55.000,55,12.000,12,12.000,12,0,0.170,0.017,0.062,0.029,0.052,0.011,0,10362.000,142.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=551,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=117076,seconds_per_k_symbols=0.000117076,symbols_per_sec=4706344.6,median_init_ns=117056,median_symbols_ns=20,sink=0
# encode_timing_phases,N=551,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10726,median_runtime_ns=30,median_solve_build_ns=10846,median_solve_peel_ns=31137,median_solve_project_ns=17957,median_solve_residual_ns=37967,median_solve_backsub_ns=8834
551,2,periodic,3,0,1,1,0,0,0.00000000,59.000,59,12.000,12,12.000,12,0,0.325,0.030,0.116,0.049,0.109,0.021,0,9477.000,144.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=552,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=128673,seconds_per_k_symbols=0.000128673,symbols_per_sec=4289944.28,median_init_ns=128653,median_symbols_ns=20,sink=0
# encode_timing_phases,N=552,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10536,median_runtime_ns=30,median_solve_build_ns=11457,median_solve_peel_ns=35634,median_solve_project_ns=18488,median_solve_residual_ns=42834,median_solve_backsub_ns=9194
552,2,periodic,3,0,1,1,0,0,0.00000000,63.000,63,12.000,12,12.000,12,0,0.264,0.033,0.124,0.036,0.060,0.011,0,10115.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=553,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=118187,seconds_per_k_symbols=0.000118187,symbols_per_sec=4679025.61,median_init_ns=118167,median_symbols_ns=20,sink=0
# encode_timing_phases,N=553,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10235,median_runtime_ns=30,median_solve_build_ns=11257,median_solve_peel_ns=32508,median_solve_project_ns=18188,median_solve_residual_ns=36625,median_solve_backsub_ns=8863
553,2,periodic,3,0,1,1,0,0,0.00000000,56.000,56,12.000,12,12.000,12,0,0.350,0.032,0.127,0.054,0.115,0.022,0,9840.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=554,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=139860,seconds_per_k_symbols=0.00013986,symbols_per_sec=3961103.96,median_init_ns=139830,median_symbols_ns=20,sink=0
# encode_timing_phases,N=554,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10886,median_runtime_ns=30,median_solve_build_ns=12258,median_solve_peel_ns=38207,median_solve_project_ns=18828,median_solve_residual_ns=50677,median_solve_backsub_ns=8843
554,2,periodic,3,0,1,1,0,0,0.00000000,67.000,67,12.000,12,12.000,12,0,0.372,0.033,0.130,0.051,0.138,0.020,0,10436.000,144.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=555,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=144337,seconds_per_k_symbols=0.000144337,symbols_per_sec=3845167.91,median_init_ns=144307,median_symbols_ns=20,sink=0
# encode_timing_phases,N=555,heavy_family=periodic,mix_count=3,median_sysbuild_ns=11487,median_runtime_ns=30,median_solve_build_ns=11888,median_solve_peel_ns=38488,median_solve_project_ns=18488,median_solve_residual_ns=54511,median_solve_backsub_ns=8904
555,2,periodic,3,0,1,1,0,0,0.00000000,71.000,71,12.000,12,12.000,12,0,0.371,0.031,0.123,0.050,0.146,0.021,0,10613.000,144.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=556,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=127992,seconds_per_k_symbols=0.000127992,symbols_per_sec=4344021.5,median_init_ns=127972,median_symbols_ns=20,sink=0
# encode_timing_phases,N=556,heavy_family=periodic,mix_count=3,median_sysbuild_ns=11117,median_runtime_ns=30,median_solve_build_ns=11287,median_solve_peel_ns=34312,median_solve_project_ns=18778,median_solve_residual_ns=42754,median_solve_backsub_ns=9224
556,2,periodic,3,0,1,1,0,0,0.00000000,63.000,63,12.000,12,12.000,12,0,0.351,0.031,0.122,0.052,0.123,0.022,0,10456.000,144.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=557,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=133981,seconds_per_k_symbols=0.000133981,symbols_per_sec=4157305.89,median_init_ns=133951,median_symbols_ns=30,sink=0
# encode_timing_phases,N=557,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10796,median_runtime_ns=30,median_solve_build_ns=11357,median_solve_peel_ns=35563,median_solve_project_ns=17857,median_solve_residual_ns=48713,median_solve_backsub_ns=9164
557,2,periodic,3,0,1,1,0,0,0.00000000,67.000,67,12.000,12,12.000,12,0,0.376,0.049,0.120,0.049,0.137,0.021,0,10216.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=558,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=133841,seconds_per_k_symbols=0.000133841,symbols_per_sec=4169126.05,median_init_ns=133821,median_symbols_ns=20,sink=0
# encode_timing_phases,N=558,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10917,median_runtime_ns=30,median_solve_build_ns=11998,median_solve_peel_ns=38348,median_solve_project_ns=19990,median_solve_residual_ns=42664,median_solve_backsub_ns=9384
558,2,periodic,3,0,1,1,0,0,0.00000000,61.000,61,12.000,12,12.000,12,0,0.210,0.019,0.067,0.027,0.071,0.027,0,11088.000,144.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=559,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=122284,seconds_per_k_symbols=0.000122284,symbols_per_sec=4571325.77,median_init_ns=122264,median_symbols_ns=20,sink=0
# encode_timing_phases,N=559,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10857,median_runtime_ns=30,median_solve_build_ns=11317,median_solve_peel_ns=33601,median_solve_project_ns=19109,median_solve_residual_ns=40180,median_solve_backsub_ns=9084
559,2,periodic,3,0,1,1,0,0,0.00000000,57.000,57,12.000,12,12.000,12,0,0.335,0.030,0.123,0.054,0.107,0.021,0,10063.000,142.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=560,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=138868,seconds_per_k_symbols=0.000138868,symbols_per_sec=4032606.5,median_init_ns=138848,median_symbols_ns=20,sink=0
# encode_timing_phases,N=560,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10716,median_runtime_ns=30,median_solve_build_ns=11717,median_solve_peel_ns=37016,median_solve_project_ns=18678,median_solve_residual_ns=50796,median_solve_backsub_ns=9074
560,2,periodic,3,0,1,1,0,0,0.00000000,68.000,68,12.000,12,12.000,12,0,0.185,0.016,0.064,0.025,0.069,0.010,0,10190.000,141.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=561,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=134893,seconds_per_k_symbols=0.000134893,symbols_per_sec=4158851.83,median_init_ns=134873,median_symbols_ns=20,sink=0
# encode_timing_phases,N=561,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10947,median_runtime_ns=30,median_solve_build_ns=11998,median_solve_peel_ns=38758,median_solve_project_ns=19049,median_solve_residual_ns=44787,median_solve_backsub_ns=9013
561,2,periodic,3,0,1,1,0,0,0.00000000,63.000,63,12.000,12,12.000,12,0,0.367,0.035,0.130,0.058,0.123,0.021,0,10627.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=562,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=131427,seconds_per_k_symbols=0.000131427,symbols_per_sec=4276138.08,median_init_ns=131407,median_symbols_ns=20,sink=0
# encode_timing_phases,N=562,heavy_family=periodic,mix_count=3,median_sysbuild_ns=11207,median_runtime_ns=30,median_solve_build_ns=12148,median_solve_peel_ns=39330,median_solve_project_ns=18998,median_solve_residual_ns=39920,median_solve_backsub_ns=9183
562,2,periodic,3,0,1,1,0,0,0.00000000,58.000,58,12.000,12,12.000,12,0,0.344,0.032,0.126,0.053,0.112,0.021,0,10540.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=563,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=125839,seconds_per_k_symbols=0.000125839,symbols_per_sec=4473970.71,median_init_ns=125819,median_symbols_ns=30,sink=0
# encode_timing_phases,N=563,heavy_family=periodic,mix_count=3,median_sysbuild_ns=11067,median_runtime_ns=21,median_solve_build_ns=11408,median_solve_peel_ns=37246,median_solve_project_ns=19659,median_solve_residual_ns=36795,median_solve_backsub_ns=9154
563,2,periodic,3,0,1,1,0,0,0.00000000,55.000,55,12.000,12,12.000,12,0,0.340,0.031,0.130,0.055,0.103,0.021,0,9989.000,142.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=564,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=140221,seconds_per_k_symbols=0.000140221,symbols_per_sec=4022222.06,median_init_ns=140190,median_symbols_ns=20,sink=0
# encode_timing_phases,N=564,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10956,median_runtime_ns=30,median_solve_build_ns=12178,median_solve_peel_ns=38688,median_solve_project_ns=18458,median_solve_residual_ns=50175,median_solve_backsub_ns=9234
564,2,periodic,3,0,1,1,0,0,0.00000000,68.000,68,12.000,12,12.000,12,0,0.367,0.033,0.127,0.049,0.136,0.022,0,10642.000,144.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=565,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=137397,seconds_per_k_symbols=0.000137397,symbols_per_sec=4112171.3,median_init_ns=137377,median_symbols_ns=20,sink=0
# encode_timing_phases,N=565,heavy_family=periodic,mix_count=3,median_sysbuild_ns=11236,median_runtime_ns=30,median_solve_build_ns=12168,median_solve_peel_ns=37677,median_solve_project_ns=18397,median_solve_residual_ns=48283,median_solve_backsub_ns=9154
565,2,periodic,3,0,1,1,0,0,0.00000000,66.000,66,12.000,12,12.000,12,0,0.387,0.033,0.147,0.051,0.134,0.022,0,10830.000,144.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=566,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=135093,seconds_per_k_symbols=0.000135093,symbols_per_sec=4189706.35,median_init_ns=135073,median_symbols_ns=20,sink=0
# encode_timing_phases,N=566,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10776,median_runtime_ns=30,median_solve_build_ns=11897,median_solve_peel_ns=38508,median_solve_project_ns=18869,median_solve_residual_ns=44997,median_solve_backsub_ns=9535
566,2,periodic,3,0,1,1,0,0,0.00000000,63.000,63,12.000,12,12.000,12,0,0.183,0.017,0.067,0.026,0.062,0.011,0,10449.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=567,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=124257,seconds_per_k_symbols=0.000124257,symbols_per_sec=4563123.2,median_init_ns=124227,median_symbols_ns=20,sink=0
# encode_timing_phases,N=567,heavy_family=periodic,mix_count=3,median_sysbuild_ns=11347,median_runtime_ns=30,median_solve_build_ns=11587,median_solve_peel_ns=34282,median_solve_project_ns=18467,median_solve_residual_ns=38809,median_solve_backsub_ns=9304
567,2,periodic,3,0,1,1,0,0,0.00000000,58.000,58,12.000,12,12.000,12,0,0.335,0.031,0.123,0.050,0.110,0.022,0,10002.000,141.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=568,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=126881,seconds_per_k_symbols=0.000126881,symbols_per_sec=4476635.59,median_init_ns=126861,median_symbols_ns=20,sink=0
# encode_timing_phases,N=568,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10937,median_runtime_ns=30,median_solve_build_ns=11738,median_solve_peel_ns=33961,median_solve_project_ns=18157,median_solve_residual_ns=42274,median_solve_backsub_ns=9314
568,2,periodic,3,0,1,1,0,0,0.00000000,63.000,63,12.000,12,12.000,12,0,0.369,0.033,0.146,0.050,0.118,0.021,0,10334.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=569,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=121643,seconds_per_k_symbols=0.000121643,symbols_per_sec=4677622.22,median_init_ns=121623,median_symbols_ns=21,sink=0
# encode_timing_phases,N=569,heavy_family=periodic,mix_count=3,median_sysbuild_ns=11167,median_runtime_ns=30,median_solve_build_ns=11637,median_solve_peel_ns=33871,median_solve_project_ns=17877,median_solve_residual_ns=37366,median_solve_backsub_ns=9284
569,2,periodic,3,0,1,1,0,0,0.00000000,55.000,55,12.000,12,12.000,12,0,0.334,0.030,0.123,0.052,0.107,0.022,0,9860.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=570,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=129395,seconds_per_k_symbols=0.000129395,symbols_per_sec=4405116.12,median_init_ns=129375,median_symbols_ns=20,sink=0
# encode_timing_phases,N=570,heavy_family=periodic,mix_count=3,median_sysbuild_ns=11307,median_runtime_ns=30,median_solve_build_ns=11657,median_solve_peel_ns=34713,median_solve_project_ns=19419,median_solve_residual_ns=41472,median_solve_backsub_ns=9194
570,2,periodic,3,0,1,1,0,0,0.00000000,57.000,57,12.000,12,12.000,12,0,0.386,0.035,0.138,0.065,0.125,0.024,0,10216.000,144.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=571,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=128162,seconds_per_k_symbols=0.000128162,symbols_per_sec=4455298.76,median_init_ns=128132,median_symbols_ns=20,sink=0
# encode_timing_phases,N=571,heavy_family=periodic,mix_count=3,median_sysbuild_ns=11076,median_runtime_ns=30,median_solve_build_ns=11808,median_solve_peel_ns=35263,median_solve_project_ns=18358,median_solve_residual_ns=41552,median_solve_backsub_ns=9224
571,2,periodic,3,0,1,1,0,0,0.00000000,60.000,60,12.000,12,12.000,12,0,0.337,0.030,0.121,0.050,0.115,0.022,0,10043.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=572,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=138428,seconds_per_k_symbols=0.000138428,symbols_per_sec=4132112,median_init_ns=138398,median_symbols_ns=20,sink=0
# encode_timing_phases,N=572,heavy_family=periodic,mix_count=3,median_sysbuild_ns=11017,median_runtime_ns=30,median_solve_build_ns=12138,median_solve_peel_ns=37286,median_solve_project_ns=18919,median_solve_residual_ns=49374,median_solve_backsub_ns=9164
572,2,periodic,3,0,1,1,0,0,0.00000000,66.000,66,12.000,12,12.000,12,0,0.369,0.034,0.128,0.050,0.136,0.021,0,10533.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=573,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=135724,seconds_per_k_symbols=0.000135724,symbols_per_sec=4221803.07,median_init_ns=135704,median_symbols_ns=20,sink=0
# encode_timing_phases,N=573,heavy_family=periodic,mix_count=3,median_sysbuild_ns=11388,median_runtime_ns=30,median_solve_build_ns=12509,median_solve_peel_ns=38087,median_solve_project_ns=19700,median_solve_residual_ns=43886,median_solve_backsub_ns=9614
573,2,periodic,3,0,1,1,0,0,0.00000000,61.000,61,12.000,12,12.000,12,0,0.191,0.019,0.074,0.027,0.060,0.011,0,11030.000,142.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=574,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=144507,seconds_per_k_symbols=0.000144507,symbols_per_sec=3972125.92,median_init_ns=144487,median_symbols_ns=20,sink=0
# encode_timing_phases,N=574,heavy_family=periodic,mix_count=3,median_sysbuild_ns=11728,median_runtime_ns=30,median_solve_build_ns=12448,median_solve_peel_ns=38949,median_solve_project_ns=19048,median_solve_residual_ns=51087,median_solve_backsub_ns=9194
574,2,periodic,3,0,1,1,0,0,0.00000000,68.000,68,12.000,12,12.000,12,0,0.375,0.032,0.126,0.051,0.140,0.026,0,10572.000,144.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=575,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=129334,seconds_per_k_symbols=0.000129334,symbols_per_sec=4445853.37,median_init_ns=129314,median_symbols_ns=30,sink=0
# encode_timing_phases,N=575,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10956,median_runtime_ns=30,median_solve_build_ns=11948,median_solve_peel_ns=35163,median_solve_project_ns=18969,median_solve_residual_ns=42664,median_solve_backsub_ns=9294
575,2,periodic,3,0,1,1,0,0,0.00000000,61.000,61,12.000,12,12.000,12,0,0.416,0.037,0.140,0.066,0.149,0.024,0,10443.000,143.000,-1,12:1,12:1,,0x0,0.000,0.000,0.000,0.000,0.000,0.000
# encode_timing,N=576,bb=2,heavy_family=periodic,mix_count=3,reps=9,solve_ok=1,solve_block_bytes=2,median_ns=124858,seconds_per_k_symbols=0.000124858,symbols_per_sec=4613240.64,median_init_ns=124838,median_symbols_ns=20,sink=0
# encode_timing_phases,N=576,heavy_family=periodic,mix_count=3,median_sysbuild_ns=10826,median_runtime_ns=30,median_solve_build_ns=11858,median_solve_peel_ns=34432,median_solve_project_ns=18598,median_solve_residual_ns=39078,median_solve_backsub_ns=9594
