K,scheme,D,H,oh,trials,fail_rate,fail_rate_noheavy,def_mu,def_max,def_pdf,inact_mu,inact_sd,inact_max,rank_mu,peeled_mu,residual_rows_mu,recv_xors_per_packet,precode_gen_xors_mu,sparse_solve_xors_mu,backsub_xors_mu,ge_block_xors_mu,ge_bitops_mu,heavy_muladds_mu,heavy_divs_mu,runaway_rate
64000,codecport_n13,346,12,0,2000,0.002000,1.000000,12.0120,25,12:0.998000|13:0.000500|14:0.000500|20:0.000500|25:0.000500,600.17,33.12,744,588.16,63769.83,588.17,7.7290,224546.0,646704.8,14807388.7,180651.7,3341419.9,7346.1,12.0,0.000000
64000,codecport_n13,346,12,1,2000,0.002000,1.000000,11.0145,21,11:0.997000|12:0.001000|15:0.000500|16:0.000500|19:0.000500|21:0.000500,598.35,31.89,753,587.34,63771.65,587.35,7.7270,224546.0,646724.7,14792053.3,179521.2,3314430.6,7324.2,12.0,0.000000
64000,codecport_n13_ic,346,12,0,2000,0.003000,1.000000,12.0105,24,12:0.997000|13:0.001000|14:0.001000|15:0.000500|24:0.000500,600.34,33.90,743,588.33,63769.66,588.34,7.7290,224540.0,646807.5,14808774.1,180779.9,3345735.8,7348.1,12.0,0.000000
64000,codecport_n13_ic,346,12,1,2000,0.002000,1.000000,11.0150,21,11:0.996500|12:0.001500|15:0.001000|20:0.000500|21:0.000500,598.29,32.11,753,587.28,63771.71,587.29,7.7270,224540.0,646846.2,14790222.1,179493.7,3313893.8,7323.5,12.0,0.000000
