K,scheme,D,H,oh,trials,fail_rate,fail_rate_noheavy,def_mu,def_max,def_pdf,inact_mu,inact_sd,inact_max,rank_mu,peeled_mu,residual_rows_mu,recv_xors_per_packet,precode_gen_xors_mu,sparse_solve_xors_mu,backsub_xors_mu,ge_block_xors_mu,ge_bitops_mu
1000,dense,50,6,0,6000,0.017000,1.000000,6.0172,8,6:0.983000|7:0.016833|8:0.000167,75.42,4.39,99,69.40,980.58,69.42,7.2362,2625.0,10649.0,26713.8,2853.5,6236.5
1000,dense,50,6,2,6000,0.000000,1.000000,4.0567,6,4:0.944333|5:0.054667|6:0.001000,74.54,4.45,94,70.48,981.46,70.54,7.2328,2625.0,10638.2,26666.4,2787.7,6191.8
1000,ldpc,50,6,0,6000,0.015333,1.000000,6.0155,8,6:0.984667|7:0.015167|8:0.000167,70.46,5.00,90,64.44,985.54,64.46,7.2380,3049.0,8037.3,26812.6,2494.5,5080.4
1000,ldpc,50,6,2,6000,0.000000,1.000000,4.0605,6,4:0.940167|5:0.059167|6:0.000667,69.55,5.04,92,65.49,986.45,65.55,7.2387,3049.0,8036.9,26710.7,2430.9,5035.4
1000,ldpcdense_s25_d8,25,6,0,6000,0.016333,1.000000,6.0165,8,6:0.983667|7:0.016167|8:0.000167,55.39,4.64,78,49.38,983.61,49.39,7.2314,5606.0,8704.6,20234.1,1544.8,2422.4
1000,ldpcdense_s25_d8,25,6,2,6000,0.000333,1.000000,4.0582,8,4:0.943500|5:0.055333|6:0.000833|7:0.000167|8:0.000167,54.54,4.56,79,50.48,984.46,50.54,7.2411,5606.0,8686.2,20148.0,1497.4,2401.1
1000,ldpcdense_s25_d16,25,6,0,6000,0.012833,1.000000,6.0128,7,6:0.987167|7:0.012833,63.41,4.64,86,57.40,983.59,57.41,7.2336,5626.0,8854.1,23383.8,2021.2,3669.7
1000,ldpcdense_s25_d16,25,6,2,6000,0.000000,1.000000,4.0603,6,4:0.940333|5:0.059000|6:0.000667,62.71,4.58,100,58.65,984.29,58.71,7.2348,5626.0,8823.5,23346.4,1976.5,3668.2
1000,ldpcdense_s35_d8,35,6,0,6000,0.016333,1.000000,6.0163,7,6:0.983667|7:0.016333,64.44,4.79,85,58.42,984.56,58.44,7.2365,5641.0,8404.4,24173.9,2087.5,3859.2
1000,ldpcdense_s35_d8,35,6,2,6000,0.000000,1.000000,4.0595,6,4:0.940833|5:0.058833|6:0.000333,63.70,4.77,86,59.64,985.30,59.70,7.2389,5641.0,8395.8,24104.4,2039.7,3850.8
1000,ldpcdense_s35_d16,35,6,0,6000,0.016000,1.000000,6.0160,7,6:0.984000|7:0.016000,72.57,4.85,97,66.55,984.43,66.57,7.2401,5661.0,8474.8,27213.3,2644.5,5555.3
1000,ldpcdense_s35_d16,35,6,2,6000,0.000000,1.000000,4.0615,6,4:0.939167|5:0.060167|6:0.000667,71.68,4.80,91,67.62,985.32,67.68,7.2332,5661.0,8472.4,27099.8,2580.0,5508.8
1000,ldpcdense_s25_d8_h12,25,12,0,6000,0.000500,1.000000,12.0005,13,12:0.999500|13:0.000500,61.41,4.60,81,49.41,983.59,49.41,7.2381,5606.0,8695.1,22626.0,1896.2,2969.3
1000,ldpcdense_s25_d8_h12,25,12,2,6000,0.000000,1.000000,10.0007,11,10:0.999333|11:0.000667,60.62,4.55,79,50.62,984.38,50.62,7.2378,5606.0,8679.4,22559.5,1847.3,2961.7
1000,ldpcdense_s25_d16_h12,25,12,0,6000,0.000333,1.000000,12.0003,13,12:0.999667|13:0.000333,69.37,4.58,89,57.37,983.63,57.37,7.2374,5626.0,8836.8,25676.9,2416.6,4378.9
1000,ldpcdense_s25_d16_h12,25,12,2,6000,0.000000,1.000000,10.0012,11,10:0.998833|11:0.001167,68.62,4.60,88,58.62,984.38,58.62,7.2371,5626.0,8829.7,25612.6,2365.0,4378.5
1000,ldpcdense_s35_d8_h12,35,12,0,6000,0.000500,1.000000,12.0005,13,12:0.999500|13:0.000500,70.48,4.81,92,58.48,984.52,58.48,7.2357,5641.0,8404.2,26432.4,2494.9,4610.9
1000,ldpcdense_s35_d8_h12,35,12,2,6000,0.000000,1.000000,10.0003,11,10:0.999667|11:0.000333,69.69,4.78,92,59.69,985.31,59.69,7.2395,5641.0,8379.0,26373.2,2439.4,4600.6
