K,scheme,D,H,oh,trials,fail_rate,fail_rate_noheavy,def_mu,def_max,def_pdf,inact_mu,inact_sd,inact_max,rank_mu,peeled_mu,residual_rows_mu,recv_xors_per_packet,precode_gen_xors_mu,sparse_solve_xors_mu,backsub_xors_mu,ge_block_xors_mu,ge_bitops_mu,heavy_muladds_mu,heavy_divs_mu,runaway_rate
64000,dense,346,6,0,3000,0.019000,1.000000,6.0330,25,6:0.981000|7:0.017333|8:0.000333|9:0.000333|11:0.000333|24:0.000333|25:0.000333,844.85,31.18,994,838.82,63507.15,838.85,7.7273,160865.0,953437.2,14162019.0,357373.2,9394115.9,5105.1,6.0,0.000000
64000,dense,346,6,1,3000,0.002000,1.000000,5.0503,26,5:0.966333|6:0.031667|7:0.000667|11:0.000333|13:0.000333|22:0.000333|26:0.000333,845.07,31.83,984,840.02,63506.93,840.07,7.7283,160865.0,952810.6,14163751.8,357578.4,9414223.0,5106.4,6.0,0.000000
64000,dense,346,6,2,3000,0.002333,1.000000,4.0760,20,4:0.946333|5:0.050000|6:0.001333|7:0.000667|9:0.000333|16:0.000333|19:0.000333|20:0.000667,845.05,31.78,980,840.98,63506.95,841.05,7.7287,160865.0,952416.7,14169498.8,357560.8,9424645.1,5106.3,6.0,0.000000
64000,ldpcdense_s346_d12,346,6,0,3000,0.011333,1.000000,6.0163,16,6:0.988667|7:0.010667|13:0.000333|16:0.000333,590.65,32.71,732,584.63,63773.35,584.65,7.7273,353240.0,654020.8,14574568.6,174966.2,3216764.6,3579.9,6.0,0.000000
64000,ldpcdense_s346_d12,346,6,1,3000,0.001000,1.000000,5.0367,17,5:0.971000|6:0.028000|10:0.000333|14:0.000333|17:0.000333,590.73,33.87,761,585.69,63773.28,585.73,7.7283,353240.0,653623.7,14565555.1,175051.4,3225708.6,3580.3,6.0,0.000000
64000,ldpcdense_s346_d12,346,6,2,3000,0.001333,1.000000,4.0750,11,4:0.932667|5:0.064667|6:0.001333|8:0.000333|10:0.000667|11:0.000333,590.19,33.14,757,586.12,63773.81,586.19,7.7287,353240.0,653427.1,14568465.5,174712.4,3221120.5,3577.2,6.0,0.000000
64000,ldpcdense_s346_d12_s2,346,6,0,3000,0.017333,1.000000,6.0307,26,6:0.982667|7:0.016000|8:0.000333|10:0.000333|24:0.000333|26:0.000333,591.26,32.47,738,585.23,63772.74,585.26,7.7273,224546.0,646880.7,14584253.9,175323.0,3226436.7,3583.6,6.0,0.000000
64000,ldpcdense_s346_d12_s2,346,6,1,3000,0.001667,1.000000,5.0507,25,5:0.967000|6:0.031333|7:0.000333|11:0.000333|15:0.000333|25:0.000667,592.63,33.50,778,587.58,63771.37,587.63,7.7283,224546.0,646497.6,14594767.8,176168.7,3256279.4,3591.8,6.0,0.000000
64000,ldpcdense_s346_d12_s2,346,6,2,3000,0.002000,1.000000,4.0923,25,4:0.933000|5:0.064000|6:0.001000|8:0.000333|11:0.000333|19:0.000333|20:0.000667|25:0.000333,592.39,33.48,786,588.30,63771.61,588.39,7.7287,224546.0,646657.2,14600709.4,176024.9,3257792.6,3590.4,6.0,0.000000
64000,ldpcdense_n12_s346_d12,346,6,0,3000,0.050333,1.000000,6.1540,38,6:0.949667|7:0.028000|8:0.005000|9:0.005000|10:0.002333|11:0.002667|12:0.001667|13:0.001333|14:0.000667|15:0.000667|16:0.000667|17:0.000667|19:0.000333|21:0.000333|22:0.000333|31:0.000333|38:0.000333,591.09,33.27,736,584.93,63772.91,585.09,7.7273,289240.0,679478.2,14567730.9,175244.7,3225012.1,3582.5,6.0,0.000000
64000,ldpcdense_n12_s346_d12,346,6,1,3000,0.025333,1.000000,5.1867,32,5:0.936000|6:0.038667|7:0.006000|8:0.006000|9:0.003000|10:0.001333|11:0.001000|12:0.001667|13:0.001333|14:0.000667|15:0.001000|16:0.000667|17:0.000667|20:0.000333|21:0.000667|26:0.000333|29:0.000333|32:0.000333,591.94,34.33,740,586.75,63772.06,586.94,7.7283,289240.0,679894.9,14567059.5,175786.1,3246448.5,3587.6,6.0,0.000000
64000,ldpcdense_n12_s346_d12,346,6,2,3000,0.024000,1.000000,4.2547,28,4:0.891000|5:0.076000|6:0.009000|7:0.006000|8:0.003667|9:0.004000|10:0.002667|11:0.001667|12:0.000667|13:0.000333|14:0.001000|15:0.000667|16:0.000333|17:0.000333|18:0.000667|19:0.000333|20:0.000333|21:0.000333|22:0.000333|25:0.000333|28:0.000333,591.49,33.61,775,587.24,63772.51,587.49,7.7287,289240.0,679492.3,14572262.2,175495.1,3243227.6,3584.9,6.0,0.000000
64000,ldpcdense_n12_s346_d12_s2,346,6,0,3000,0.350667,1.000000,7.4163,41,6:0.649333|7:0.132667|8:0.055667|9:0.033667|10:0.027000|11:0.019000|12:0.013333|13:0.013667|14:0.009000|15:0.008333|16:0.004667|17:0.007000|18:0.004667|19:0.003667|20:0.004667|21:0.003000|22:0.002333|23:0.002000|24:0.001000|25:0.001000|26:0.002000|28:0.001000|30:0.000667|36:0.000333|41:0.000333,593.30,32.75,732,585.88,63770.70,587.30,7.7273,160546.0,612825.3,14593830.6,176539.0,3260301.5,3595.8,6.0,0.000000
64000,ldpcdense_n12_s346_d12_s2,346,6,1,3000,0.267667,1.000000,6.6617,37,5:0.573667|6:0.158667|7:0.069667|8:0.050667|9:0.027000|10:0.029333|11:0.016333|12:0.014333|13:0.011333|14:0.007333|15:0.007333|16:0.005333|17:0.006000|18:0.003667|19:0.003333|20:0.002333|21:0.003333|22:0.002000|23:0.002667|24:0.000667|25:0.001000|26:0.000667|27:0.001333|28:0.000333|31:0.000333|34:0.000333|35:0.000333|37:0.000667,593.82,34.23,756,587.15,63770.18,588.82,7.7283,160546.0,612791.0,14588554.0,176894.4,3277087.3,3598.9,6.0,0.000000
64000,ldpcdense_n12_s346_d12_s2,346,6,2,3000,0.249000,1.000000,6.1290,39,4:0.473333|5:0.191333|6:0.086333|7:0.053667|8:0.041667|9:0.027667|10:0.025667|11:0.019000|12:0.014000|13:0.010333|14:0.012667|15:0.007667|16:0.007667|17:0.005333|18:0.003667|19:0.003000|20:0.003667|21:0.003333|22:0.001333|23:0.003000|24:0.001000|25:0.000667|26:0.000667|28:0.001000|29:0.000333|31:0.000333|32:0.000333|33:0.000333|35:0.000333|37:0.000333|39:0.000333,593.77,33.83,777,587.64,63770.23,589.77,7.7287,160546.0,612188.6,14596509.6,176851.6,3281056.9,3598.6,6.0,0.000000
64000,ldpcdense_s346_d104,346,6,0,3000,0.012667,1.000000,6.0127,7,6:0.987333|7:0.012667,707.41,32.00,849,701.40,63748.59,701.41,7.7273,353470.0,672877.2,17619995.8,250728.5,5518755.0,4280.5,6.0,0.000000
64000,ldpcdense_s346_d104,346,6,1,3000,0.000000,1.000000,5.0340,6,5:0.966000|6:0.034000,707.77,33.37,869,702.74,63748.23,702.77,7.7283,353470.0,672688.8,17614978.4,251028.1,5538012.8,4282.6,6.0,0.000000
64000,ldpcdense_s346_d104,346,6,2,3000,0.000000,1.000000,4.0573,6,4:0.943667|5:0.055333|6:0.001000,706.97,32.41,899,702.91,63749.03,702.97,7.7287,353470.0,672128.7,17615556.4,250428.2,5524999.6,4277.8,6.0,0.000000
