K,scheme,D,H,oh,trials,fail_rate,fail_rate_noheavy,def_mu,def_max,def_pdf,inact_mu,inact_sd,inact_max,rank_mu,peeled_mu,residual_rows_mu,recv_xors_per_packet,precode_gen_xors_mu,sparse_solve_xors_mu,backsub_xors_mu,ge_block_xors_mu,ge_bitops_mu,heavy_muladds_mu,heavy_divs_mu,runaway_rate
20000,dense,134,6,0,8000,0.015875,1.000000,6.0310,43,6:0.984125|7:0.014875|12:0.000125|16:0.000125|17:0.000125|21:0.000250|23:0.000125|24:0.000125|43:0.000125,317.32,18.05,411,311.29,19822.68,311.32,7.7269,50335.0,279744.6,1787421.7,50508.7,494663.6,1939.9,6.0,0.000000
20000,dense,134,6,1,8000,0.000625,1.000000,5.0371,26,5:0.970250|6:0.029125|9:0.000125|12:0.000125|19:0.000125|23:0.000125|26:0.000125,317.46,17.80,399,312.43,19822.54,312.46,7.7291,50335.0,279996.3,1790202.3,50549.2,496770.8,1940.8,6.0,0.000000
20000,dense,134,6,2,8000,0.000875,1.000000,4.0649,16,4:0.940500|5:0.058125|6:0.000500|8:0.000250|9:0.000125|10:0.000250|13:0.000125|16:0.000125,316.87,17.74,418,312.80,19823.13,312.87,7.7278,50335.0,279765.1,1788942.1,50359.6,495531.2,1937.2,6.0,0.000000
20000,dense,134,6,5,8000,0.000500,1.000000,1.4676,29,1:0.576125|2:0.386750|3:0.035875|4:0.000500|5:0.000125|6:0.000125|8:0.000250|11:0.000125|29:0.000125,316.06,18.01,407,314.60,19823.94,315.06,7.7285,50335.0,279644.1,1785192.1,50110.4,496627.8,1932.4,6.0,0.000000
20000,ldpc,134,6,0,8000,0.018625,1.000000,6.0339,43,6:0.981375|7:0.017500|8:0.000125|12:0.000125|16:0.000125|17:0.000125|21:0.000250|23:0.000125|24:0.000125|43:0.000125,240.05,20.17,332,234.02,19899.95,234.05,7.7269,60133.0,195377.7,1788555.2,29015.2,215355.9,1476.3,6.0,0.000000
20000,ldpc,134,6,1,8000,0.000875,1.000000,5.0393,26,5:0.968375|6:0.030750|7:0.000250|9:0.000125|12:0.000125|19:0.000125|23:0.000125|26:0.000125,240.31,20.22,334,235.27,19899.69,235.31,7.7291,60133.0,195317.4,1790653.8,29078.8,216983.3,1477.9,6.0,0.000000
20000,ldpc,134,6,2,8000,0.000875,1.000000,4.0697,16,4:0.935625|5:0.063000|6:0.000500|8:0.000250|9:0.000125|10:0.000250|13:0.000125|16:0.000125,239.57,20.18,355,235.50,19900.43,235.57,7.7278,60133.0,195321.7,1788974.3,28899.4,215873.9,1473.4,6.0,0.000000
20000,ldpc,134,6,5,8000,0.000500,1.000000,1.4645,29,1:0.577500|2:0.387250|3:0.033750|4:0.000875|6:0.000125|8:0.000250|11:0.000125|29:0.000125,238.69,20.10,334,237.23,19901.31,237.69,7.7285,60133.0,195397.6,1785583.1,28689.3,216203.8,1468.2,6.0,0.000000
20000,ldpcdense_s80_d12,80,6,0,8000,0.278500,1.000000,8.1380,85,6:0.721500|7:0.062875|8:0.026750|9:0.018625|10:0.017625|11:0.015750|12:0.013750|13:0.013375|14:0.011125|15:0.012625|16:0.011250|17:0.008625|18:0.007875|19:0.008375|20:0.006625|21:0.005375|22:0.004250|23:0.005250|24:0.004750|25:0.003625|26:0.001875|27:0.002625|28:0.002250|29:0.002250|30:0.001125|31:0.001250|32:0.001125|33:0.001000|34:0.001000|35:0.001125|36:0.001000|37:0.000500|38:0.000125|39:0.000250|40:0.000250|41:0.000125|42:0.000250|45:0.000250|46:0.000250|47:0.000250|48:0.000125|54:0.000125|58:0.000125|59:0.000125|63:0.000250|65:0.000125|66:0.000125|85:0.000125,207.29,18.11,299,199.15,19890.71,201.29,7.7269,110309.0,216921.0,1356901.9,21648.6,138356.5,1279.7,6.0,0.000000
20000,ldpcdense_s80_d12,80,6,1,8000,0.236875,1.000000,7.3383,68,5:0.685125|6:0.078000|7:0.029375|8:0.021750|9:0.021250|10:0.018625|11:0.015750|12:0.013875|13:0.011750|14:0.010375|15:0.010500|16:0.009250|17:0.008250|18:0.008625|19:0.008000|20:0.006750|21:0.005125|22:0.004000|23:0.004625|24:0.003750|25:0.005000|26:0.002875|27:0.003000|28:0.003250|29:0.001250|30:0.001250|31:0.001000|32:0.001125|33:0.001000|34:0.000500|35:0.000750|36:0.000375|37:0.000625|38:0.000500|39:0.000500|40:0.000500|41:0.000125|42:0.000375|43:0.000125|44:0.000250|45:0.000250|51:0.000125|54:0.000125|61:0.000125|65:0.000125|68:0.000125,207.43,18.07,294,200.09,19890.57,202.43,7.7291,110309.0,216907.9,1358975.6,21676.4,139294.4,1280.6,6.0,0.000000
20000,ldpcdense_s80_d12,80,6,2,8000,0.231500,1.000000,6.5561,58,4:0.643000|5:0.091750|6:0.033750|7:0.028125|8:0.024625|9:0.018750|10:0.017500|11:0.015375|12:0.015125|13:0.012250|14:0.012625|15:0.010625|16:0.008625|17:0.008000|18:0.006625|19:0.007000|20:0.006000|21:0.004750|22:0.005125|23:0.004125|24:0.003750|25:0.003125|26:0.003000|27:0.002250|28:0.001375|29:0.002250|30:0.001750|31:0.001500|32:0.001500|33:0.000750|34:0.000875|35:0.000750|36:0.000625|37:0.000250|38:0.000250|39:0.000125|40:0.000125|42:0.000250|43:0.000250|45:0.000125|46:0.000250|47:0.000250|50:0.000250|51:0.000125|52:0.000250|55:0.000125|58:0.000125,206.66,17.86,321,200.11,19891.34,202.66,7.7278,110309.0,216797.7,1357137.2,21514.1,138365.6,1276.0,6.0,0.000000
