K,scheme,D,H,oh,trials,fail_rate,fail_rate_noheavy,def_mu,def_max,def_pdf,inact_mu,inact_sd,inact_max,rank_mu,peeled_mu,residual_rows_mu,recv_xors_per_packet,precode_gen_xors_mu,sparse_solve_xors_mu,backsub_xors_mu,ge_block_xors_mu,ge_bitops_mu,heavy_muladds_mu,heavy_divs_mu,runaway_rate
48000,dense,370,6,0,3000,0.017667,1.000000,6.0177,7,6:0.982333|7:0.017667,777.76,27.39,898,771.74,47598.24,771.76,7.7280,120925.0,714685.9,10793786.6,302826.6,7321735.2,4702.5,6.0,0.000000
48000,dense,370,6,1,3000,0.000000,1.000000,5.0240,6,5:0.976000|6:0.024000,777.82,27.00,898,772.79,47598.18,772.82,7.7279,120925.0,713435.4,10793702.8,302863.0,7332142.7,4702.9,6.0,0.000000
48000,dense,370,6,2,3000,0.000000,1.000000,4.0533,6,4:0.947333|5:0.052000|6:0.000667,778.13,27.45,898,774.08,47597.87,774.13,7.7297,120925.0,713379.4,10794380.6,303122.1,7351493.8,4704.8,6.0,0.000000
48000,dense,370,6,5,3000,0.000000,1.000000,1.4683,4,1:0.571667|2:0.389000|3:0.038667|4:0.000667,776.01,27.13,875,774.54,47599.99,775.01,7.7280,120925.0,713897.0,10783813.9,301465.6,7319204.8,4692.1,6.0,0.000000
48000,ldpc,370,6,0,3000,0.016000,1.000000,6.0160,7,6:0.984000|7:0.016000,574.24,30.37,713,568.22,47801.76,568.24,7.7280,144369.0,461367.7,10792291.0,165334.2,2952732.1,3481.4,6.0,0.000000
48000,ldpc,370,6,1,3000,0.000000,1.000000,5.0333,6,5:0.966667|6:0.033333,573.74,29.99,701,568.71,47802.26,568.74,7.7279,144369.0,461507.4,10791772.6,165040.1,2949696.9,3478.5,6.0,0.000000
48000,ldpc,370,6,2,3000,0.000000,1.000000,4.0630,6,4:0.937667|5:0.061667|6:0.000667,574.29,29.91,702,570.23,47801.71,570.29,7.7297,144369.0,461414.0,10792089.3,165351.5,2963112.2,3481.7,6.0,0.000000
48000,ldpc,370,6,5,3000,0.000000,1.000000,1.4660,4,1:0.579667|2:0.375000|3:0.045000|4:0.000333,572.48,29.29,697,571.01,47803.52,571.48,7.7280,144369.0,461414.0,10784588.6,164294.5,2949669.5,3470.9,6.0,0.000000
48000,ldpcdense_s222_d12,222,6,0,3000,0.121333,1.000000,7.0137,67,6:0.878667|7:0.031667|8:0.009667|9:0.008000|10:0.003667|11:0.008000|12:0.005667|13:0.006333|14:0.004667|15:0.004333|16:0.003000|17:0.004333|18:0.003333|19:0.002333|20:0.002000|21:0.002333|22:0.003000|23:0.001667|24:0.001333|25:0.002333|26:0.001667|27:0.001667|28:0.001000|29:0.000667|30:0.001000|31:0.002000|32:0.000333|33:0.001000|34:0.001000|35:0.000333|36:0.000333|37:0.001000|42:0.000333|49:0.000333|55:0.000333|56:0.000333|67:0.000333,427.36,27.52,548,420.35,47812.64,421.36,7.7280,264806.0,503094.6,7480774.6,91697.8,1217750.5,2600.2,6.0,0.000000
48000,ldpcdense_s222_d12,222,6,1,3000,0.102000,1.000000,6.1090,56,5:0.854000|6:0.044000|7:0.014333|8:0.008000|9:0.009667|10:0.007000|11:0.006000|12:0.006667|13:0.004000|14:0.005000|15:0.002333|16:0.002667|17:0.004333|18:0.003333|19:0.003333|20:0.002667|21:0.002000|22:0.001333|23:0.003333|24:0.001667|25:0.001333|26:0.001333|27:0.000333|28:0.002000|29:0.000333|30:0.000667|31:0.001333|32:0.001000|33:0.000333|34:0.000667|35:0.000667|36:0.000333|37:0.001333|39:0.000333|40:0.000333|41:0.000667|42:0.000667|45:0.000333|56:0.000333,426.75,27.35,568,420.64,47813.25,421.75,7.7279,264806.0,503077.8,7476732.0,91433.1,1215253.2,2596.5,6.0,0.000000
48000,ldpcdense_s222_d12,222,6,2,3000,0.092000,1.000000,5.1770,52,4:0.818667|5:0.075333|6:0.014000|7:0.008000|8:0.008333|9:0.005667|10:0.007000|11:0.005000|12:0.005000|13:0.005333|14:0.003667|15:0.006000|16:0.004667|17:0.004667|18:0.002333|19:0.003667|20:0.001333|21:0.002667|22:0.002667|23:0.001000|24:0.001667|25:0.002667|26:0.002333|27:0.001000|28:0.000333|29:0.000333|30:0.001000|31:0.000333|32:0.001333|33:0.001333|34:0.000333|36:0.001333|37:0.000333|39:0.000333|52:0.000333,427.10,27.48,549,421.93,47812.90,423.10,7.7297,264806.0,502995.9,7475953.0,91585.3,1221194.2,2598.6,6.0,0.000000
48000,ldpcdense_s222_d12,222,6,5,3000,0.091000,1.000000,2.8593,52,1:0.487667|2:0.340333|3:0.053667|4:0.010000|5:0.007667|6:0.009667|7:0.010333|8:0.007000|9:0.006667|10:0.006000|11:0.005667|12:0.006000|13:0.004333|14:0.003667|15:0.004667|16:0.006000|17:0.003667|18:0.003667|19:0.002333|20:0.003333|21:0.001333|22:0.001667|23:0.000667|24:0.003000|25:0.001000|26:0.001333|27:0.001333|28:0.002000|29:0.000667|30:0.001000|32:0.000333|34:0.000667|39:0.001667|42:0.000333|46:0.000333|52:0.000333,424.93,26.69,543,422.07,47815.07,423.93,7.7280,264806.0,502529.8,7462856.3,90639.6,1210407.6,2585.6,6.0,0.000000
